Unnamed: 0,uncivil,civil,is_toxic,normalized_length_change,length_diff,change_direction
1867,"IDK. You should get only one of the “disable typing” or “use input box” options. On old Androids, removing the former would mean there would always be the input box when there is a {{type:NN}}. Also, the reason why i left the old code in there in the first place was issues with focusing input boxes. An i think that is related to the “input workaround” setting nearby.","I understand your concern. It would be beneficial to have only one of the disable typing or use input box options available. On older Androids, removing the former would mean that the input box would always be present when there is a {{type:NN}}. Additionally, the reason I left the old code there in the first place was due to issues with focusing the input boxes. I believe this is related to the input workaround setting in the vicinity.",0,-19.241192411924118,-71,increase
1868,@user april fools? :),Not Generated,0,38.095238095238095,8,decrease
1869,What an absolute champ! I will review this properly either Friday or Monday. Just got a bit on my plate atm.,What an absolute champion! I will thoroughly review this either on Friday or Monday. I just had a minor error on my plate atm.,0,-16.666666666666664,-18,increase
1870,"With its overly generic title, it's not surprising we missed it.","Considering the overall title, it's not surprising that we missed it. Let's focus on finding a more descriptive and concise solution.",0,-107.8125,-69,increase
1871,eactivex.rxjava3.core.Single.subscribe(Single.java:4813) at io.reactivex.rxjava3.internal.operators.single.SingleSubscribeOn$SubscribeOnObserver.run(SingleSubscribeOn.java:89) at io.reactivex.rxjava3.core.Scheduler$DisposeTask.run(Scheduler.java:614) at io.reactivex.rxjava3.internal.schedulers.ScheduledRunnable.run(ScheduledRunnable.java:65) at io.reactivex.rxjava3.internal.schedulers.ScheduledRunnable.call(ScheduledRunnable.java:56) at java.util.concurrent.FutureTask.run(FutureTask.java:266) at java.util,The following is the list of features and functionality that can be used for this purpose: eactivex.rxjava3.core.Single.subscribe(Single.java:4813) at io.reactivex.rxjava3.internal.operators.single.SingleSubscribeOn$SubscribeOnObserver.run(SingleSubscribeOn.java:89) at io.reactivex.rxjava3.core.Scheduler$DisposeTask.run(Scheduler.java:614) at io.reactivex.rxjava3.internal.schedulers.ScheduledRunnable.run(ScheduledRunnable.java:65) at io.reactivex.rxjava3.internal.schedulers.ScheduledRunnable.call(ScheduledRunnable.java:56) at jautil.curl.Future.Task.run(Future.Future.Future(Jawautil:266) at jautil.jautil.,0,-20.0,-102,increase
1872,Merging with just one approval - as a simple cherry-pick.,Merging with one simple cherry-pick is an essential step. Let's work together to achieve this.,0,-64.91228070175438,-37,increase
1873,I messed up too much I will create new PR,Not Generated,0,68.29268292682927,28,decrease
1874,"**[Rob Harrop](https://jira.spring.io/secure/ViewProfile.jspa?name=robh)** commented  We would, as a minimum, need to hook into the CGLIB ASM usage to change this. I can't forsee a reason why this would be a problem but, the devil is in the details...","**[Rob Harrop](https://jira.spring.io/secure/ViewProfile.jspa?name=robh) ** commented that we would need to at least integrate into the CGLIB ASM usage to make this change. I cannot foresee a specific reason why this would be a problem, but the problem lies in the details...",0,-9.56175298804781,-24,increase
1875,.run(Executor.scala:274)     at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)     at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)     at java.lang.Thread.run(Thread.java:745) ```,It seems that the current implementation is not compatible with the current implementation. It would be more efficient to find a more robust implementation instead of running.run(Executor.scala:274) at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142) at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617) at java.lang.Thread.run(Thread.java:745) `````,0,-66.39676113360325,-164,increase
1876,"recently and I know @user also fixed a bunch of problems in some of the parsers themselves like apache POI, those fixes might be in that release and allow some cleanups here.","Recently, @user has addressed issues in some of the parsers themselves, such as Apache POI. It's possible that those fixes could be included in that release and allow for some cleanups here.",0,-9.195402298850574,-16,increase
1877,th the fact that I am using a custom AOSP based rom on my phone and there are no google play services but it worked b4 on a older version and now even downgrading the app wont work. I just spend hours trying to get this fucking app running in a emulator and same issue on top of it there seems to be a specialized build of the up to date version that my phone is downloading through the aurora store but on the emulator it only shows a outdated version.  Anyway I can't test it now with my own other SEPA accou,"The fact that I'm using a custom AOSP-based ROM on my phone and Google Play services are not available is frustrating. However, it worked before using B4 on an older version, and even downgrading the app won't work. I spent hours trying to get this app running in an emulator, and with the same issue, there appears to be a specialized build of the updated version that my phone is downloading through the aurora store, but on the emulator, it only displays an outdated version. However, I can't test it now with my other SEPA accou.",0,-4.509803921568627,-23,increase
1878,"The workaround I'm currently using is as follows, which is a _terrible_ ugly hack. Please fix this. ```starlark # This is a terrible hack to get around the fact that we can't set resources dynamically until # http is fixed. I hate this, but it's the best I can think of. def _1_cpu(os, num_inputs):     return {""cpu"": 1}  def _2_cpu(os, num_inputs):     return {""cpu"": 2}  def _4_cpu(os, num_inputs):     return {""cpu"": 4}  def _8_cpu(os, num_inputs):     return {""cpu"": 8}  def _get_resource_set(jobs):     """"",Not Generated,0,97.45098039215686,497,decrease
1879,"I had a nasty feeling you'd say something like that! Thanks for the input, @user","I had a strong feeling you might have suggested something like that. Thank you for your input, @user.",0,-26.25,-21,increase
1880,"**[Eric J Schwarzenbach](https://jira.spring.io/secure/ViewProfile.jspa?name=ericjs)** commented  Giving log207.xml the xml extension was a brain fart, btw, it's not in xml format. The 206 version is named log206.log.","**[Eric J Schwarzenbach](https://jira.spring.io/secure/ViewProfile.jspa?name=ericjs)** commented Giving log207.xml the xml extension was a bit of a hassle, by the way, it's not in the XML format. The 206 version is named log206.log.",0,-6.912442396313365,-15,increase
1881,"he JobScheduler.  I'm just gonna say that this is crappy behavior from Xiaomi, without anything actionable on our end.  Btw I think the ""NET PERSISTED"" thing is just saying that our job both requires network (NET) and is will survive reboots (PERSISTED).","I'm just going to say that this behavior from Xiaomi is not ideal, and we have no concrete actions on our end. By the way, I believe the ""NET PERSISTED"" statement is simply stating that our job requires both network (NET) and will survive reboots (PERSISTED).",0,-1.968503937007874,-5,increase
1882,"TBH, Support is really rude here. Never mind.","TBH, the support is not very polite in this case. Let's not worry about it.",0,-66.66666666666666,-30,increase
1883,The PR title got a bit wild :-D,Not Generated,0,58.06451612903226,18,decrease
1884,"@user I think that WTF is something that I fixed at some point, could you double check that you're using the most recent version of this branch?",@user I believe I've addressed this issue at some point. Could you double-check if you're using the latest version of this branch?,0,9.722222222222223,14,decrease
1885,"_From [badlogicgames](https://code.google.com/u/badlogicgames/) on May 08, 2010 14:38:05_  Hi,  i know jmonkey and like it. However, i want to focus my energy on libgdx. Feel free to use anything you can find libgdx to help your efforts.  Also, please don't file a FUCKING DEFECT if you want to advertise jmonkey! WTF?  **Status:** Closed",Not Generated,0,96.15384615384616,325,decrease
1886,"You know you haven't fixed this, dont you.",Let's work together to address this issue effectively.,0,-28.57142857142857,-12,increase
1887,"g, I find this: http  Basically, SOMETHING is trying to use Guava, and the jar for it is screwed up, which causes resin to fail to start properly, restart over and over again until it succeeds (which it never does), and we get internal server errors when trying to hit the ninja server.",Not Generated,0,95.45454545454545,273,decrease
1888,"> According to the documentation on Dynamic field mapping, when numeric_detection is enabled passing a floating point number as a string will map the field to a double. [...] However, this actually results in the field being mapped as a float.  The documentation is wrong indeed. I'll fix.  > Therefore, based on the absence of the float datatype in that list and the fact that the floating point numbers are being dynamically mapped with a float datatype, it would seem that dynamically mapped floating point ","According to the documentation on dynamic field mapping, passing a floating-point number as a string when enabled with numeric_detection results in mapping the field to a double. However, this actually results in the field being mapped as a float. The documentation is indeed incorrect. I will correct it. Therefore, based on the absence of the float datatype in that list and the dynamically mapped floating-point numbers being mapped with a float datatype, it appears that dynamically mapped floating-point is not the most suitable approach.",0,-6.470588235294119,-33,increase
1889,@user oh shit you are right! Let me fix it,"@user Oh no, you're right! Let me fix it.",0,2.380952380952381,1,decrease
1890,Wow you're on fire.,"Wow, you're quite impressive.",0,-52.63157894736842,-10,increase
1891,"The ""However"" part is crazy IMO","The ""however"" part seems quite challenging, in my opinion.",0,-87.09677419354838,-27,increase
1892,"load("":my_logic.bzl"", ""my_special_header"")     my_special_header(package)     ...      # my_logic.bzl     def my_special_header(package_func):         package_func(...)  The simplest thing to do is allow but discourage this monstrosity. Alternatively, we could give `package()` the magical ability to inspect the stack and fail if it is not called from within a BUILD file.",Not Generated,0,96.51474530831099,360,decrease
1893,"Wow, 700Kb is crazy! That's not expected at all. If that's the case, it's too much for this feature, I wouldn't accept it like that. How in the world is text highlighting 700Kb worth of minimized code?","Wow, 700Kb is quite challenging! It's not an expectation. If that's the case, it's too much for this feature, and I wouldn't accept it that way. How can text highlighting minimized code worth 700Kb be considered?",0,-5.472636815920398,-11,increase
1894,"y 330€ + 0.00005 BTC (16.5€) in fees to accept this trade. I think he needs to see it direcly on the offers' list page. >  > 4) It takes a lot of time. We had to wait for mempool to be emptier to even be able to do that 35€ trade, if we went yolo, it would be maybe even double of that. >  > 5) BSQ token is unaquirable for a new user. Currently the spread is 0.000048 - 0.000069 and the smallest unit the new user can reasonably buy is 150! One trade on Bisql is usually 0.7 (mabye up to 3?) BSQ in fees. New ","To accept this trade, you need to consider using 330€ + 0.00005 BTC (16.5€) in fees. It would require a detailed review on the offers list page. However, it takes time to complete. We had to wait for mempool to become emptier and even handle the 35€ trade. If we went yolo, it would potentially double that. Currently, the spread of the BSQ token is between 0.000048 and 0.000069, and the smallest unit the new user can reasonably buy is 150! One trade on Bisql is typically 0.7 (bye, up to 3?) BSQ in fees.",0,0.5882352941176471,3,decrease
1895,Example of a webview proxy: http Looks pretty ugly.,An example of a webview proxy: http. It looks quite messy.,0,-13.725490196078432,-7,increase
1896,"On the other hand, we've already committed to pushing the RStudio release back to early next year so we still have a buffer of time to shake out any issues encountered with Qt 5.12. I'm at least somewhat more optimistic that since we've been tracking Qt updates more closely this cycle that moving to Qt 5.12 will be less painful than the less updates have been, but still -- the devil you know, versus the devil you don't...","On the other hand, we've already committed to pushing the RStudio release back to early next year, so we still have a time buffer available to address any issues encountered with Qt 5.12. I'm somewhat optimistic that since we've been closely following Qt updates, moving to Qt 5.12 will result in less painful cycles compared to the fewer updates that have been, but it's still challenging to handle.",0,5.88235294117647,25,decrease
1897,"Unfortunately, it hasn't been resolved yet. One would guess it's just a Kafka problem.","Unfortunately, the issue remains unsolved. It would be more reasonable to assume it's a Kafka problem.",0,-18.6046511627907,-16,increase
1898,"No, i can't because these scripting apis are a disaster. Its literally impossible to tell what is going on outside of it. You've got slow shit using the ""fast"" apis and probably vice versa too.  Its willy nilly which one is used: ExecutableScript or SearchScript. And we don't even tell the script which one it needs to be at compile-time. Forget about return value, the slow hashmaps, etc: we can't even give a nice error if someone tries to use `_score` from an update script, because we don't know which one","No, I can't because these scripting apis are problematic. It's difficult to tell what's happening outside of them. It's possible to encounter slow issues with the ""fast"" apis, and vice versa. It's arbitrary to choose which one is used: ExecutableScript or SearchScript. We don't even tell the script which one needs to be compiled at compile time. Let's forget about the return value, slow hashmaps, and other factors. We can't even give a nice error if someone tries to use `_score` from an update script because we don't know which one.",0,-5.490196078431373,-28,increase
1899,"@user > Hi there, there was a relatively massive [SMS spam campaign](https://www.theverge.com/2022/3/28/22999719/spam-texts-own-phone-number-verizon-att-tmobile) that resulted in people getting SMS messages from their own number. We knew that some people may be using some web services like this, but we still thought the best course of action was to drop SMS's that are sent from your own number. Apologies, but I hope you can understand.  You could make it into an option instead of deciding for everybody th","@user > Hi there, there was a relatively massive [SMS spam campaign](https://www.theverge.com/2022/3/28/22999719/spam-texts-own-phone-number-verizon-att-tmobile) that resulted in people receiving SMS messages from their own number. While we were aware that some people might be using web services like this, we still felt the best course of action was to eliminate SMS messages sent from your own number. Apologies, but I hope you can understand. You could make it an option instead of relying on everyone else's choices.",0,-2.156862745098039,-11,increase
1900,"It does work correctly. Ugh, shoulda tested beforehand. Lesson learned","It does work correctly. Ugh, I should have tested it beforehand. I've learned a valuable lesson.",0,-37.142857142857146,-26,increase
1901,"clang-tidy review says ""All clean, LGTM! :+1:""",Not Generated,0,71.73913043478261,33,decrease
1902,I think we figured out the magic MOE button to push so nevermind.,I believe we've come up with a magic MOE button to push it to avoid any unnecessary issues.,0,-40.0,-26,increase
1903,"For a while I thought it might just be my phone being really old, but apparently not. It has happened a lot less for me lately since I updated to 2.22.2. I'm on 2.22.3 now, and it has only happened once. I couldn't get the stupid Terminal to work, but I'll make sure to dumpheap next time it happens.","For a while, I thought it might be related to my old phone being outdated, but apparently it hasn't. It's happened to me significantly less since I updated to 2.22.2. I'm currently on 2.22.3, and it's only happened once. I couldn't get the Terminal to work, but I'll make sure to dumpheap the next time it happens.",0,-4.666666666666667,-14,increase
1904,"ver() throws Exception {     final String mapName = ""test"";     final Config config = new Config();     final HazelcastInstance server = Hazelcast.newHazelcastInstance(config);      final HazelcastInstance client = HazelcastClient.newHazelcastClient();     final IMap<String, String> map = server.getMap(mapName);     map.put(""test"", ""test"");      final IMap<String, String> clientMap = client.getMap(mapName);     System.out.println(""getting keyset"");     clientMap.keySet();     System.out.println(""done""); }","The current version of the function is called ""exception"" and returns the error message ""exception"" with the following values: { final String mapName = ""test""; final Config config = new Config(); final HazelcastInstance server = Hazelcast.newHazelcastInstance(config); final HazelcastInstance client = HazelcastClient.newHazelcastClient(); final IMap< String, String> map = server.getMap(putmapName); final IMap<string, String>Map = client.getMap(mapName); final IMap<String, String>Map = client.getMap(mapName); System.out.lnprint(""getting keyset""); client.keySet(); System.out.println""done("");",0,-16.666666666666664,-85,increase
1905,was working fine in modes and tools as their number is small but in libraries it was breaking as the no of libraries is around 130. I think some thread was executing later that was making the scroll visible to the user and this was looking very ugly.  **What i did -**   - I made the contributionAdded function not to use threading. - This made the addition to the list very slow and the time lag was irritating so i modified the code so that the list is only updated once all the contribution have been added.,"While the number of libraries is small, the implementation was fine in both modes and tools, and in libraries, it was breaking as the number of libraries is around 130. I believe there was a later thread running that made the scroll visible to the user, which made it look quite messy. I modified the contributionAdd function to avoid using threading, which slowed additions to the list and caused time lag. So, I modified the code to ensure that the list is only updated once all contributions have been added.",0,-0.19607843137254902,-1,increase
1906,"hello - i have to bump this one as there are no reactions. Does anyone have similar issues? I cannot really use Signal on my home wifi anymore which sucks. I need to disable the wireless and leave it to my Phone's mobile network.  At this point i don't know if it's the router but buying a new router just for testing this is not something i want to do and it's ridiculous, other wireless things work fine on the phone.  does anyone have the same issues?  I tested this with calling a second phone, one at home","Hello, I have to bump this one as there are no reactions. Do you have any similar issues? I can't use Signal on my home wifi anymore, which is unfortunate. I need to disable the wireless and leave it to my Phone's mobile network. At this point, I'm unsure if it's the router, but buying a new router just for testing isn't something I want to do. Other wireless devices work fine on the phone. Do you have any similar issues? I tested this by calling a second phone, one at home.",0,6.078431372549019,31,decrease
1907,Pfff... totally messed up this branch. Don't commit while doing a rebase!,Pfff... I made a mistake on this branch. Please refrain from committing while performing a rebase!,0,-34.24657534246575,-25,increase
1908,"thanks, @user  why the fuck this didn't show on my search, microsoft?!  http  oh.  i see...  the EXTRACTOR thingie...  surprisingly hard to find it through any search...  thanks again! 😁  some redundancy is also good, right? 🤔  (GH should allow to leave a stronger trace after moving topics, or something)","Thanks, @user! I understand. The EXTRACTOR thingie seems surprisingly hard to find through any search. Thank you again! 😁 Some redundancy is also beneficial, right? 🤔 (GH should allow for a stronger trace after moving topics, or something like that)",0,18.360655737704917,56,decrease
1909,"You can list directories on desktop. If it is actually a directory, then it will just work. Listing class path resources is what is not currently possible, and requires ugly hacks to make it work.","Directories can be listed on desktop platforms. If the directory is actually a directory, it will work as intended. Currently, listing class path resources is not possible, and it requires some unconventional hacks to make it work.",0,-17.857142857142858,-35,increase
1910,mal case) or in the general case (this time) to onboard feedback constructively vs contrarily.,"In the mal case, or in the general case, to provide feedback constructively, we should consider the alternative approach.",0,-28.723404255319153,-27,increase
1911,in). Getting the price feed should not even easily be possible to assign to Bitsquare (we use randomized interval). But to get that solved would be cool of course...,"It's important to consider the potential challenges of allocating the price feed to Bitsquare using a randomized interval. However, resolving that issue would be beneficial, of course.",0,-11.515151515151516,-19,increase
1912,How did you fix this?,Not Generated,0,38.095238095238095,8,decrease
1913,"There're something in addition to the implementation.  Before this proposal, I tried to add following method.  ```java     /**      * Set the payload converter class.      *      * The class must implement org.apache.pulsar.common.api.raw.PayloadConverter in pulsar-common module. Otherwise,      * this method will fail silently. If this method was called successfully, each time a message arrived, the raw      * payload will be replaced by a new payload returned by PayloadConverter#convert(ByteBuf).      *","There's something additional to the implementation. Prior to this proposal, I attempted to add the following method. Java /** Set the payload converter class. The class must implement org.apache.pulsar.common.api.raw.PayloadConverter in the pulsar-common module. Otherwise, this method will fail silently. If this method was successfully called, each time a message arrived, the raw payload will be replaced by a new payload returned by PayloadConverter#convert(ByteBuf).",0,7.647058823529412,39,decrease
1914,"Damn , I still have received 2 more node timeouts  so I guess I was just lucky before that it took more time .  @user still going ok for you after reducing the number of open shards ?  I don't find this a solution because I am using 1 index per day with 9 shards and I have months of data, I will be over 3000 shards whatever I do ...","Oops, I still received two more node timeouts, so I guess I was just lucky before it took more time. @user, it's still going fine for you after reducing the number of open shards. I don't think this is a solution because I'm using 1 index per day with 9 shards and I have months of data. I'll be over 3,000 shards no matter what I do...",0,-0.5988023952095809,-2,increase
1915,"th mutable behaviour. There are couple of problems I see here: 1. You would lose consistency in member access. As sole purpose of this check is to omit boilerplate get/set code in Base class, you would be forced to access parent's members with dot sythax and child's members with getter call 2. You can put Child instances in Collection<Base> and get problems with hashCode()/equals(). And don't say me that noone would do such kind of crap... well maybe you and I wouldn't  :)  Best solution would be to use c","This is a variable behavior. I'm noticing a couple of problems here: One, you could lose consistency in member access. Since the sole purpose of this check is to omit the boilerplate get/set code in the Base class, you'll be forced to access parent's members with dot sythax and child's members with getter call 2. You can place Child instances in Collection<Base> and encounter problems with hashCode()/equals(). Additionally, don't expect me to encounter this kind of problematic behavior. Perhaps we can avoid it together. The best solution would be to use c as a solution.",0,-12.941176470588237,-66,increase
1916,"   Host IP the driver will use, or either 'local' or 'all' (default: 'local') / # WebKitWebDriver -p 6548 --host=all ```  The problem with the default host in a docker container is that it resolves to ::1, which doesn't exist in a container, when this is changed to all, the web driver application starts without issues.  Passing the arguments for the browser through the Options works fine. I tested passing this in my container using a dirty patch to always add adding the parameters `service_args=[""--host=a",Not Generated,0,97.45098039215686,497,decrease
1917,also the machine is super slow,Not Generated,0,56.666666666666664,17,decrease
1918,The comparison seems unfair then,Not Generated,0,59.375,19,decrease
1919,"Even if you deploy BTM in separate JVMs, you must give each instance a different server IDs as that parameter is used to globally discriminate transaction manager instances.  This is described here (http://docs.codehaus.org/display/BTM/Configuration2x#Configuration2x-Transactionenginesettings) although much too succinctly.  If you ever configure two TM instances with an identical server ID you may end up with one TM instance's recoverer rolling back in-progress transactions of another running instance, an","Even when deploying BTM in separate JVMs, each instance must have a different server ID as that parameter is used to globally discriminate between transaction manager instances. This is described here (http://docs.codehaus.org/display/BTM/Configuration2x#Configuration2x-Transactionenginesettings) but concisely. If you ever configure two TM instances with the same server ID, you could encounter the recurring behavior of one TM instance, resulting in a recurring error.",0,7.647058823529412,39,decrease
1920,"is is simply a bug and even in the current cached version there should be no green checkmark. The additional text just explains what was meant by the word character, but it was no content change, the rule is the same and is not followed correctly currently by checkstyle.  4.6.1: imho just nicer language, no content change  4.6.2: This one I actually overlooked initially. I think there is no rule yet to check these two? Actually for the ellipsis case there is even a rule in the checks that checks the oppos","The current cached version should not include a green checkmark. The additional text simply explains the purpose of the word character, but it was not a change of content. The rule remains the same and is not currently followed correctly by checkstyle. 4.6.1: Just a nicer language, no change of content 4.6.2: Initially, I overlooked this one. I don't think there's a rule yet to check these two. Actually, for the ellipsis case, there's even a rule in the checks that checks the opposite.",0,3.9215686274509802,20,decrease
1921,"WTF, I did something wrong >.> it just updated the changes file >.<","Oops, I made a mistake. It just updated the changes file.",0,14.925373134328357,10,decrease
1922,Is this issue solved yet or is there a walk around? I face this same issue and it's annoying.,"I'm currently facing a similar issue, and it's bothersome. Have you considered resolving this issue?",0,-7.526881720430108,-7,increase
1923,"@user you say autocrypt 1.0 is not bulletproof. I stand by my original statement - if you would entrust your life to autocrypt consider yourself dead. Optimism has no place in good security design. We are not dealing with random bullets but with adversaries which will deliberately target every weakness left - any exploitable weakness is equivalent to being doomed.   Autocrypt is by design vulnerable to a wide range of active attacks, accidental malfunction and security downgrade triggered by spam, as well","@user, you mentioned that autocrypt 1.0 is not bulletproof. I maintain that if you invest your life into autocrypting, you consider yourself dead. Optimism is not essential in good security design. We are dealing with adversaries who deliberately target every remaining weakness, rather than random bullets. Any exploitable weakness can be seen as a potential threat. Autocrypt is design-specifically vulnerable to a wide range of active attacks, accidental malfunctions, and security downgrading triggered by spam.",0,-0.9803921568627451,-5,increase
1924,"omg, shame on me. August, of course","Oops, I'm ashamed of myself. August, of course.",0,-34.285714285714285,-12,increase
1925,Is a YouTube employee sabotaging this project?,Not Generated,0,71.73913043478261,33,decrease
1926,darn syntax formatting,This syntax formatting issue seems unnecessary.,0,-113.63636363636364,-25,increase
1927,"Re-read the whole dang thing 2nd time post-push, all looks :100:","I re-read the entire issue a second time, and it looks like it's happening once and for all.",0,-43.75,-28,increase
1928,"Oh I'm on 3.3.0, I just seem to have posted the wrong log. Ah shit. Firefox isn't syncing. Will update!","Oh, I'm currently on 3.3.0, and it seems I posted the wrong log. Oh no, Firefox is not currently syncing. I'll make the necessary update promptly!",0,-41.74757281553398,-43,increase
1929, advantage of that to simplify the output.,This approach benefits from simplifying the output. Let's ensure that the output is streamlined.,0,-128.57142857142858,-54,increase
1930,"I feel that for indexed point-data, accuracy & performance has been very good for a long time.  Performance can be improved, sure, but IMO it's darned good today.  The only knock on accuracy is LUCENE-4978 but there are work-arounds: either index a micro-circle/box instead of a point, or slightly buffer the query shape.  For indexing non-point data (e.g. polygons), it's another story -- there's a big trade-off on accuracy & precision.  I plan to address that in ES on issue #2361 with Lucene 4.7's new [Ser","I believe indexed point-data has had its advantages in terms of accuracy and performance. Although performance can be improved, in my opinion, it has improved significantly today. The only challenge facing accuracy is the use of LUCENE-4978. However, there are workarounds available: either indexing a micro-circle/box instead of a point or slightly buffering the query shape. For indexing non-point-data (e.g., polygons), there are significant trade-offs in accuracy and precision. I plan to address this in ES on issue #2361 with Lucene 4.7's new [Server].",0,-9.411764705882353,-48,increase
1931,@user dude! SD Card?,Not Generated,0,35.0,7,decrease
1932,"Hi, sorry for getting back to you so late (I was on an extended holiday). You missed something indeed. Actually the lowercase filter does not seem to work when using a template for +logs*.  Using the EXACT SAME template that you posted above, I inserted another message like so:  curl -X PUT 'localhost:9200/logs-20130820/bar/2?refresh=true' -d '{     ""@time"" : ""2013-01-01"",     ""@message"":""This is such a Rude Message my Dear Donny"",     ""@fields"" : { ""a"":""this is not sparta, but a"", ""b"":""oh, look, that is ",Not Generated,0,97.45098039215686,497,decrease
1933,The failure is intentional. Why should we be lenient about this? it is still a form of jar hell!,Not Generated,0,86.45833333333334,83,decrease
1934,"for so long, so don't expect a fix.",It's been a while since I've had to deal with this issue. Let's avoid expecting a fix.,0,-145.7142857142857,-51,increase
1935,"@user I created a debug in writePacket() before channel.writeAndFlush that shows if Channel.isWritable() returns false. It always returns true while the ""flush ignore"" behaviour still applies. Are you sure that isWritable() could be the only cause here?  ```             if (!handle.isWritable())                 System.out.println(""WARNING! NOT WRITABLE #1 - "" + packet);             handle.pipeline().writeAndFlush(packet, handle.voidPromise());             if (!handle.isWritable())                 System.o","@user I created a debug in writePacket() before channel.writeAndFlush, which indicates if Channel.isWritable() returns false. While the ""flush ignore"" behavior still applies, it always returns true. Are you sure that isWritable() could be the sole cause here? `` if (!handle.isWritable()) System.out.println(""WARNING! NOT WRITABLE #1 - "" + packet); handle.pipeline().writeAndFlush(packet, handle.voidPromise()); if (!handle.isWritable()) System.o))",0,12.156862745098039,62,decrease
1936,Did you have any luck coming up with a sample?,We're here to help you find a solution. Let's work together to find a solution.,0,-71.73913043478261,-33,increase
1937,Blame Nate.,Let's focus on finding a solution.,0,-209.0909090909091,-23,increase
1938,"> @user : >  > > Technically, anymatch works only for > 0, for = 0 it doesn't short circuit to return false on the first match. >  > We have `any_match`, `all_match` and `none_match` 😄 . I believe it should cover this case ~  Too much code, yuck! I would rather have a better short-circuiting reducer. But may be I will back port them for now.","Technically, anymatch only works for > 0, since it doesn't return a false on the first match. We already have any_match, all_match, and none_match. I believe it should cover this case, which is just too much code. I would prefer a better short-circuiting reducer. However, for now, I might have to re-port them.",0,9.329446064139942,32,decrease
1939,"ver 3.13.1  - Chrome PASS - IE 11 PASS  **SCENARIO IV: Click() using IWeb Element** Win 10 SeleniumStandalone 3.13 32 bit IEDriverServer 3.13.1  - Edge PASS - IE 11 FAIL  **Data:** For the IWebElement Click Win 7 Driver-64 Bit: IE 11 Good, Chrome Good Win 7 Driver-32 Bit: IE 11 Bad, Chrome Good Win 10 Driver-32 Bit: IE 11 Bad, Edge Good  For the Actions/MoveTo Win 7 Driver-32 Bit: IE 11 Good, Chrome Good  **Analysis:** The problem is isolated to 32 Bit IEDriverServer using IWebElement Click Method, genera","Ver 3.13.1 - Chrome PASS - IE 11 PASS **SCENARIO IV: Click() using IWeb Element** Win 10 SeleniumStandalone 3.13 32-bit IEDriverServer 3.13.1 - Edge PASS - IE 11 FAIL **Data:** For the IWebElement Click Win 7 Driver-64 Bit: IE 11 Good, Chrome Good Win 7 Driver-32 Bit: IE 11 Bad, Chrome Good Win 10 Driver-32 Bit: IE 11 Bad, Edge Good For the Actions/MoveTo Win 7-32 Bit: IE 11 Good, Chrome Good **Analysis:** The problem is isolated to 32 bits for IEDriverServer using the IWebElement Click Method, generalizing the problem.",0,-2.941176470588235,-15,increase
1940,":D It's good to have more eyes on this. It's a pretty hairy beast. I found a bunch of problems, like [this was wrong](https://github.com/libgdx/libgdx/commit/beeef537dd7f76c72e124a5be674cd0c3b2b76f6#diff-e5b62781008351f68aa52151db58f0d6R812) and [this was really wrong.](https://github.com/libgdx/libgdx/commit/beeef537dd7f76c72e124a5be674cd0c3b2b76f6#diff-e5b62781008351f68aa52151db58f0d6R880). Also did some clean up, used a wonderful labeled IF to avoid about 4 levels of indentation.","It's good to have more eyes on this. It's quite hairy. I encountered a number of issues, including [this was incorrect](https://github.com/libgdx/libgdx/commit/beeef537dd7f76c72e124a5be674cd0c3b2b76f6#diff-e5b62781008351f68aa52151db58f0d6R812) and [this was indeed incorrect(https://github.com/libgdx/gdlibx/commit/beeef5377f76c72e124a5be674c0c3b2b76f6e5b6b62781008351f58151a58f0d58f0d6r58d880). Additionally, I used a cleaner layer to avoid some indentation, which was a wonderful improvement.",0,-1.4373716632443532,-7,increase
1941,"I'm currently refactoring the `Download*` classes, and I thought in getting rid of this, the normal user don't have any idea of what the hell is this.  So I'll default the threads to 8 (which is a good number) and maybe include an option in the settings for the more advanced users. What do you think?  PS: I guess getting rid of this GigaGet is the best option, it's an old project","I'm currently refactoring the Download classes, and I realized that eliminating this functionality would make the threads less familiar to the average user. I'll consider adding an option in the settings for more advanced users as well. What do you think? PS: I believe eliminating this GigaGet is the best option, as it's an old project.",0,11.518324607329843,44,decrease
1942,"@user I agree with your point that TextSecure already is a complex tool. But can't we just add a checkbox called ""Expert-Mode"" within the settings to enable such features as proposed here?  This Issue just states the particular case of my friends and me, but imagine someone who wants to confirm some important booking confirmation like a flight (which is probably very unlikely) or other stuff that has to be confirmed by a certain word or number. What about those cases? Shouldn't the use of TextSecure still","@user I agree with your point that TextSecure is already a complex tool. However, can we consider adding a checkbox called ""Expert-Mode"" within the settings to enable the features proposed here? This issue specifically focuses on my and my friends' specific case, but imagine someone wanting to confirm an important booking confirmation like a flight (which is unlikely) or other matters that require a specific word or number to confirm. How about those cases? Shouldn't we still use TextSecure to address the issue?",0,-1.3725490196078431,-7,increase
1943,Glad you got it worked out!,Not Generated,0,51.85185185185185,14,decrease
