row_number,uncivil_tokens,T5,bart,condabert,count,diffudetox,gpt4,gpt35,madan,marco,marian,nllb,paradetox,paragedi,politebot
1295,370,431,408,393,93,71,559,269,287,354,372,414,93,220,75
1296,372,362,424,384,63,75,559,249,242,348,366,372,58,172,65
1297,372,382,369,436,75,40,619,370,233,355,359,318,75,111,75
1298,372,461,389,437,40,50,421,410,233,366,377,405,40,140,72
1299,373,357,350,402,62,79,461,313,156,378,344,373,62,164,74
1300,374,294,123,384,79,43,360,438,304,379,302,312,79,198,60
1301,374,400,340,405,44,31,706,417,262,403,354,365,45,264,74
1302,376,383,353,430,70,78,389,508,333,369,376,346,67,178,40
1303,379,330,391,401,78,74,378,202,252,373,248,359,78,218,70
1304,382,481,417,405,67,39,517,347,203,380,377,414,67,202,89
1305,382,417,379,400,69,83,503,351,301,380,380,338,65,242,44
1306,383,376,340,402,83,68,507,356,251,380,374,375,83,169,72
1307,384,268,359,407,68,73,435,130,272,393,409,439,68,101,73
1308,384,359,362,407,78,17,530,219,315,385,398,376,73,251,73
1309,386,401,400,419,48,25,485,407,618,375,337,408,43,234,72
1310,387,189,342,510,66,63,620,447,224,377,165,382,66,267,50
1311,388,388,388,409,63,76,511,165,268,390,421,446,63,185,83
1312,389,386,393,416,66,40,646,355,178,378,418,405,66,220,68
1313,389,458,420,419,40,81,480,333,227,381,404,401,40,226,80
1314,391,248,242,293,81,91,640,405,269,386,267,228,81,168,69
1315,392,363,353,409,91,54,341,371,275,388,398,394,91,152,72
1316,392,430,500,408,65,75,391,331,181,404,411,414,63,182,77
1317,392,419,431,411,77,64,542,112,485,379,250,406,75,246,44
1318,392,412,391,420,64,44,486,368,683,393,388,346,64,216,68
1319,393,416,392,412,63,53,718,166,347,399,433,413,53,288,90
1320,393,434,428,435,88,64,432,272,261,393,423,434,69,195,64
1321,394,433,403,415,57,28,496,358,958,384,403,438,60,150,75
1322,395,435,276,429,63,79,520,392,873,395,408,404,62,161,64
1323,395,331,404,429,79,83,562,430,248,397,397,367,79,162,61
1324,396,424,361,411,83,79,450,513,198,412,390,408,83,240,68
1325,396,385,404,405,72,45,485,318,334,399,411,428,79,232,57
1326,397,476,397,401,45,79,514,383,255,392,404,443,45,236,71
1327,399,257,307,415,73,104,548,341,291,381,403,356,75,253,79
1328,399,403,323,410,104,63,615,444,397,390,302,405,104,253,83
1329,399,317,240,416,63,82,542,237,195,369,298,399,63,261,78
1330,400,357,442,426,82,60,425,397,295,395,482,436,82,99,45
1331,400,404,416,418,85,80,676,409,347,399,396,379,60,145,61
1332,401,297,401,401,80,85,609,423,339,386,401,351,80,42,101
1333,401,297,479,410,88,52,589,462,291,401,403,422,85,161,63
1334,402,473,434,414,74,60,675,434,255,393,411,473,74,133,82
1335,402,418,397,424,60,68,521,183,289,408,381,387,60,187,74
1336,404,438,410,407,68,43,522,443,320,392,403,389,69,276,57
1337,406,407,451,422,48,64,543,488,272,420,436,398,49,114,79
1338,407,68,427,456,71,99,721,156,255,421,390,408,64,238,85
1339,408,395,408,427,99,22,484,391,304,422,300,408,99,162,80
1340,408,407,408,421,47,88,397,309,187,391,424,456,45,243,60
1341,409,256,318,355,88,20,626,471,251,375,156,311,88,138,70
1342,409,457,409,436,39,60,547,161,266,423,409,459,33,286,48
1343,410,205,367,399,61,24,100,179,281,401,322,327,60,1,71
1344,410,436,330,429,31,40,631,361,246,402,427,392,31,105,99
1345,411,326,77,488,73,72,252,405,175,425,396,379,73,104,88
1346,412,228,281,448,73,62,543,361,743,406,210,278,70,193,45
1347,413,175,293,425,62,94,628,352,244,384,433,395,62,217,63
1348,413,413,64,474,94,46,601,307,369,434,211,435,94,151,33
1349,414,405,403,411,46,102,571,357,268,404,412,438,46,239,76
1350,414,446,333,430,102,80,536,465,135,416,409,413,102,57,82
1351,417,412,253,449,80,49,553,430,269,406,417,423,80,232,70
1352,418,421,289,443,67,60,682,465,305,433,386,418,67,106,99
1353,418,401,419,450,60,81,659,487,380,420,407,412,60,188,51
1354,420,329,439,442,81,86,618,416,296,442,396,387,81,241,97
1355,420,477,426,439,86,75,618,369,221,427,455,458,86,161,75
1356,420,455,461,430,75,66,653,201,241,419,395,431,75,303,67
1357,421,428,550,456,66,53,604,306,262,427,435,390,66,233,57
1358,422,303,447,480,54,58,703,416,267,418,420,440,55,152,81
1359,423,396,414,479,58,41,587,372,606,456,407,421,65,154,85
1360,424,320,419,440,61,81,367,457,718,419,233,241,61,219,67
1361,425,427,484,444,81,86,193,249,152,413,448,425,81,206,73
1362,425,359,425,446,86,56,505,450,309,413,398,400,86,239,49
1363,426,447,426,439,32,56,519,525,248,439,426,483,49,299,82
1364,429,471,532,447,59,74,451,482,311,440,461,437,57,194,69
1365,430,268,474,455,75,79,593,416,282,441,429,469,73,204,70
1366,432,455,489,452,90,65,534,530,239,414,423,461,80,258,84
1367,432,469,460,441,66,69,594,308,332,411,454,443,65,259,56
1368,433,422,438,478,71,91,858,460,280,424,418,439,66,179,57
1369,434,434,436,467,91,57,868,408,279,437,439,458,91,123,86
1370,434,471,444,461,52,88,577,369,272,452,458,465,57,257,76
1371,435,455,343,446,86,77,539,487,261,443,368,417,88,223,68
1372,435,434,438,458,77,72,646,452,717,439,464,451,77,58,62
1373,435,495,350,465,72,91,619,461,246,438,312,427,72,204,97
1374,436,336,430,445,86,80,516,345,259,437,432,364,90,275,88
1375,437,425,421,455,80,63,695,360,419,421,416,405,80,199,43
1376,440,395,477,529,63,31,555,261,233,442,411,433,63,130,72
1377,442,239,475,441,31,61,441,490,304,432,342,300,31,218,68
1378,443,332,347,519,65,66,521,301,333,477,270,451,65,139,89
1379,443,443,443,532,69,89,789,534,294,447,207,443,69,203,84
1380,444,282,444,472,87,73,427,373,524,422,449,481,87,258,67
1381,445,184,428,527,73,85,730,473,348,443,457,442,73,216,29
1382,446,571,523,452,85,66,655,366,406,454,446,446,85,248,73
1383,448,436,423,458,66,82,375,183,224,450,251,331,66,131,81
1384,448,444,516,468,82,41,666,700,257,450,491,448,82,110,75
1385,448,444,448,457,57,68,545,359,281,459,345,444,41,292,74
1386,449,486,449,527,68,66,892,364,771,408,450,459,69,122,82
1387,449,510,380,472,74,59,766,279,239,451,372,612,69,204,66
1388,450,420,541,479,74,48,398,197,453,431,444,423,74,179,80
1389,451,365,451,469,60,39,787,465,649,459,452,454,42,250,40
1390,454,396,553,475,53,79,506,385,194,431,420,470,59,314,68
1391,455,458,400,459,79,31,575,464,267,435,587,446,79,183,72
1392,455,422,256,479,73,70,617,690,308,449,424,466,67,99,74
1393,456,399,381,482,70,58,550,252,196,461,463,467,70,234,62
1394,456,376,380,473,73,74,767,423,271,471,457,456,58,215,67
1395,457,540,456,506,71,41,464,539,725,439,442,546,79,279,87
1396,457,461,518,489,77,42,610,535,569,459,449,504,41,206,75
1397,457,484,464,471,58,73,713,477,249,453,472,246,58,286,74
1398,458,447,457,526,75,82,461,424,175,449,461,447,73,196,60
1399,459,532,474,476,84,77,449,576,290,433,488,508,82,124,73
1400,460,460,457,475,77,57,625,483,478,448,435,445,77,285,71
1401,462,331,465,484,57,67,690,459,242,443,481,462,57,227,65
1402,465,473,306,494,93,52,630,530,280,471,485,442,93,244,75
1403,466,554,419,477,83,72,447,522,604,455,504,482,83,210,98
1404,466,500,550,485,71,34,730,425,627,436,463,471,72,242,74
1405,467,451,456,489,72,62,765,544,339,468,478,481,65,258,91
1406,467,513,444,481,62,77,559,370,290,458,484,531,62,283,56
1407,468,492,441,488,77,59,697,350,316,438,455,512,77,249,69
1408,468,541,484,496,62,80,599,576,268,495,383,465,60,247,82
1409,469,226,468,501,80,97,664,464,241,492,323,503,80,119,72
1410,470,326,537,482,98,66,734,415,317,488,419,280,97,235,70
1411,470,621,308,479,67,73,593,465,601,464,545,533,66,278,72
1412,470,455,489,504,73,83,587,352,266,454,470,470,73,257,54
1413,473,469,470,511,83,66,630,453,294,485,462,458,83,103,84
1414,474,479,476,507,85,80,636,525,734,476,384,527,76,237,87
1415,474,464,357,494,85,45,556,509,771,491,468,465,81,253,74
1416,475,438,471,483,73,61,713,592,258,477,454,482,70,263,61
1417,475,444,477,499,59,43,565,451,493,467,313,475,61,208,80
1418,475,517,391,490,67,77,670,527,273,468,494,464,66,277,80
1419,477,437,500,522,77,66,757,447,844,457,441,486,77,168,90
1420,478,447,318,527,66,59,674,380,250,462,397,471,66,240,80
1421,478,493,477,497,82,77,1208,506,235,463,461,532,59,247,63
1422,480,502,492,486,69,83,607,525,312,492,482,487,77,257,80
1423,481,389,612,489,83,64,705,474,343,432,469,493,83,206,83
1424,482,377,226,496,64,33,679,414,274,488,413,483,59,253,66
1425,483,504,604,515,66,54,698,238,564,503,483,540,63,257,89
1426,484,499,441,494,66,31,730,521,381,480,514,560,66,130,68
1427,486,508,378,495,59,64,722,275,728,498,501,511,59,131,81
1428,486,537,512,520,64,36,940,417,759,481,471,490,64,191,64
1429,487,469,296,499,59,73,659,550,244,470,411,497,63,160,74
1430,487,421,377,545,72,68,564,245,772,480,494,494,70,188,69
1431,489,358,426,519,79,25,662,533,282,507,446,477,79,235,69
1432,490,426,462,504,77,72,564,285,405,484,513,391,86,146,65
1433,492,149,509,432,70,78,649,483,552,496,362,491,72,197,68
1434,493,440,425,522,78,85,670,141,277,497,495,475,78,209,65
1435,493,454,498,501,89,14,286,207,327,495,480,526,89,189,58
1436,495,609,489,510,71,17,649,361,259,498,525,520,71,217,66
1437,498,288,433,438,36,39,974,248,256,488,144,500,36,126,85
1438,498,391,447,578,61,34,652,411,258,517,478,494,61,66,50
1439,499,504,496,547,26,76,300,438,326,499,446,420,24,168,75
1440,500,158,499,506,76,74,564,495,296,477,443,455,76,215,51
1441,503,379,235,513,74,68,621,553,218,546,508,501,72,201,72
1442,505,502,503,547,68,63,360,581,277,508,420,503,68,148,79
1443,506,506,441,523,65,43,634,595,309,494,377,513,69,192,93
1444,506,490,552,554,43,42,504,401,382,512,505,519,43,111,75
1445,506,398,483,640,62,39,603,159,599,515,535,490,42,161,45
1446,507,518,390,538,39,76,667,378,547,520,522,500,39,118,60
1447,507,100,530,514,70,60,593,232,601,509,439,553,65,123,24
1448,507,461,237,500,62,28,1408,266,326,551,210,407,62,145,47
1449,508,365,164,607,66,79,717,206,316,537,497,171,63,118,56
1450,509,509,639,619,79,66,824,411,254,508,513,132,79,141,43
1451,509,509,509,478,66,41,578,287,308,508,460,715,66,269,59
1452,509,529,301,526,41,41,746,484,600,505,556,467,41,139,56
1453,510,449,452,624,51,18,964,159,253,490,491,509,49,164,51
1454,510,508,269,506,71,71,657,519,304,528,439,448,59,170,77
1455,510,394,1027,573,75,53,754,592,559,561,526,322,74,150,62
1456,510,503,354,546,99,69,419,438,329,512,537,433,107,202,45
1457,510,285,499,520,69,88,819,245,693,518,384,529,69,187,68
1458,510,207,424,569,88,45,576,516,805,482,155,423,88,242,72
1459,510,440,498,522,65,91,605,241,334,506,473,351,58,158,54
1460,510,186,581,539,91,77,470,284,308,529,497,542,91,116,68
1461,510,517,357,523,75,66,623,354,557,512,533,315,75,202,65
1462,510,425,614,549,66,89,592,514,379,505,525,581,66,195,40
1463,510,436,540,544,84,85,746,471,384,505,485,556,89,188,62
1464,510,539,563,522,85,73,568,452,385,503,545,506,85,154,70
1465,510,402,540,534,73,67,882,536,944,507,442,570,73,133,49
1466,510,569,514,514,67,62,569,547,476,494,455,519,67,136,71
1467,510,349,490,540,63,71,846,528,289,536,478,581,45,146,29
1468,510,514,515,530,64,86,632,413,409,516,561,491,61,106,48
1469,510,307,514,527,86,36,564,499,665,510,361,597,86,164,44
1470,510,537,571,550,72,83,770,550,239,507,508,409,72,141,61
1471,510,417,576,526,83,59,866,739,372,520,560,361,83,121,79
1472,510,513,514,529,59,69,799,426,812,500,476,563,59,55,79
1473,510,475,587,548,69,67,679,294,313,491,541,545,69,195,64
1474,510,519,528,522,66,62,847,213,726,497,530,593,66,202,68
1475,510,510,589,521,65,74,638,358,817,521,488,508,65,272,65
1476,510,601,527,514,71,88,666,640,236,515,517,564,71,204,62
1477,510,482,554,534,88,68,695,432,231,511,560,257,88,144,75
1478,510,468,498,520,68,81,636,440,221,512,472,538,68,168,50
1479,510,362,495,532,81,77,955,264,300,511,540,482,81,302,44
1480,510,534,515,514,75,45,826,316,264,516,193,596,76,227,64
1481,510,564,306,533,62,54,732,527,424,530,529,510,62,148,92
1482,510,505,477,555,53,50,937,414,242,539,521,533,54,143,71
1483,510,441,572,617,69,73,691,521,342,508,581,567,69,167,62
1484,510,622,93,534,87,71,759,489,294,503,489,123,87,164,68
1485,510,341,557,533,71,51,757,578,260,512,543,584,71,170,70
1486,510,480,506,531,58,61,519,146,714,514,476,543,51,283,72
1487,510,396,477,519,64,55,753,159,291,507,416,565,67,259,73
1488,510,331,506,501,54,75,668,469,837,493,503,391,54,136,59
1489,510,306,421,583,75,68,802,464,347,519,437,445,75,237,74
1490,510,520,352,535,68,76,675,331,298,482,512,510,68,306,68
1491,510,472,542,531,76,74,703,499,266,549,477,498,76,167,57
1492,510,510,491,515,72,66,544,562,732,539,555,448,72,157,88
1493,510,430,523,527,49,92,632,511,309,533,491,537,49,143,53
1494,510,525,524,558,92,55,564,343,291,517,441,466,92,183,72
1495,510,204,401,536,55,78,978,334,633,518,221,396,55,226,77
1496,510,331,173,406,49,71,690,390,745,518,308,536,49,177,72
1497,510,554,303,560,71,45,718,405,360,508,449,309,71,190,92
1498,510,521,449,538,46,35,744,548,319,516,478,517,48,257,40
1499,510,518,580,566,72,79,1046,372,812,516,517,460,65,235,52
1500,510,321,460,544,79,32,655,287,146,500,387,518,79,319,75
1501,510,543,507,543,32,45,619,583,590,514,536,200,32,254,90
1502,510,443,509,548,41,86,538,560,316,514,552,527,41,250,106
1503,510,432,504,552,39,30,715,450,490,523,525,233,86,98,92
1504,510,372,522,530,48,42,712,404,114,507,396,516,48,114,100
1505,510,574,536,569,42,98,819,577,872,533,527,452,42,211,65
1506,510,568,654,559,105,81,605,352,349,509,488,505,98,156,40
1507,510,506,499,524,81,24,628,487,750,486,533,500,81,134,86
1508,510,497,543,527,32,73,878,251,704,522,496,559,32,181,85
1509,510,497,515,519,75,44,762,463,394,510,538,474,75,205,62
1510,510,422,562,522,71,21,591,399,631,510,544,556,74,282,42
1511,510,380,496,527,60,74,608,358,266,505,505,548,60,138,55
1512,510,456,657,537,73,59,875,325,285,495,570,510,74,238,87
1513,510,575,520,554,58,44,656,195,355,507,193,501,59,180,82
1514,510,471,504,535,45,74,593,570,172,502,438,514,45,249,65
1515,510,408,464,480,74,52,590,663,682,491,388,501,74,121,77
1516,510,474,279,537,72,82,698,376,102,526,524,425,72,238,65
1517,510,187,570,478,82,67,733,294,832,503,443,593,82,192,40
1518,510,453,505,531,68,71,545,485,519,490,313,445,67,245,79
1519,510,488,494,518,69,91,586,302,732,513,498,535,71,225,79
1520,510,518,532,516,91,62,934,207,748,506,528,629,91,252,75
1521,510,510,518,564,85,69,625,478,297,511,160,490,85,249,77
1522,510,569,545,528,69,57,844,467,467,514,374,536,69,262,69
1523,510,571,617,531,70,107,717,81,279,487,520,564,57,258,67
1524,510,615,500,541,107,63,603,147,1079,511,523,545,107,286,79
1525,510,527,601,534,63,80,629,438,612,516,555,492,63,86,81
1526,510,337,514,529,80,62,807,117,343,501,639,516,80,114,81
1527,510,596,515,529,75,13,681,271,616,478,532,552,75,227,62
1528,510,510,507,560,24,78,740,195,609,534,337,561,20,113,69
1529,510,206,524,357,82,75,625,185,633,512,268,521,82,214,81
1530,510,432,454,549,75,66,664,260,393,448,473,260,75,288,75
1531,510,542,410,529,59,24,596,501,285,512,496,491,59,274,63
1532,510,419,424,579,31,93,264,447,667,512,504,536,38,175,68
1533,510,56,458,380,92,34,488,135,341,514,342,474,93,99,69
1534,510,518,361,519,34,57,681,47,562,498,471,343,34,178,85
1535,510,283,511,618,83,31,816,511,323,475,74,499,85,167,81
1536,510,561,408,534,55,76,769,480,329,518,532,250,55,158,75
1537,510,458,450,610,76,47,739,516,609,509,505,561,76,125,62
1538,510,513,647,548,47,88,659,464,316,505,585,499,47,303,66
1539,510,236,477,625,88,99,680,325,332,526,541,523,88,175,40
1540,510,408,299,522,99,53,536,586,277,517,574,231,99,176,74
1541,510,208,506,514,57,73,658,329,282,553,360,534,57,42,74
1542,510,504,532,510,75,38,655,469,300,500,438,305,79,253,58
1543,510,284,458,535,40,71,619,584,553,496,557,607,40,247,46
1544,510,479,469,619,71,27,801,647,259,514,525,558,71,131,86
1545,510,457,493,509,74,53,499,626,259,513,354,520,74,131,75
1546,510,564,510,508,54,80,105,124,435,518,345,477,54,173,90
1547,510,548,483,546,84,71,610,183,742,491,479,503,75,220,78
1548,510,537,567,517,71,82,625,409,630,515,190,574,66,189,68
1549,510,494,546,547,93,64,707,306,389,517,517,523,93,122,78
1550,510,500,541,519,74,44,589,233,229,517,403,568,81,163,48
1551,510,356,510,546,76,37,609,417,467,513,472,369,70,256,44
1552,510,471,528,564,77,71,586,437,279,519,537,490,74,148,50
1553,510,455,550,527,71,51,718,126,558,529,492,436,71,208,68
1554,510,579,490,527,66,41,718,518,291,500,545,558,66,235,35
1555,510,418,559,554,41,75,642,576,260,495,450,642,41,286,70
1556,510,313,417,649,75,62,663,622,433,505,442,157,75,118,51
1557,510,520,393,523,56,32,856,512,364,574,527,1921,61,267,82
1558,510,233,515,591,66,86,374,596,785,508,554,540,66,132,66
1559,510,463,462,550,86,59,829,508,233,511,148,520,86,228,77
1560,510,516,381,537,59,34,671,496,606,511,528,628,59,253,75
1561,510,548,549,540,42,80,622,282,291,487,491,560,42,257,61
1562,510,371,492,570,80,85,322,570,600,501,480,580,80,165,71
1563,510,494,218,524,86,86,694,633,296,504,518,503,86,116,74
1564,510,430,532,528,83,65,724,284,255,511,591,511,87,127,61
1565,510,428,321,537,61,59,604,351,316,527,443,577,65,260,44
1566,510,552,437,617,59,69,543,495,291,516,494,554,59,181,60
1567,510,487,451,552,69,36,389,524,147,527,518,524,69,282,77
1568,510,290,546,492,72,52,731,591,316,514,466,505,66,279,75
1569,510,616,230,538,93,74,698,331,492,521,530,405,52,243,83
1570,510,510,542,543,74,6,701,348,291,497,503,557,74,273,83
1571,510,536,303,524,10,69,670,506,502,486,525,468,10,179,68
1572,510,204,542,682,62,74,859,506,268,509,534,528,62,196,77
1573,510,517,465,495,74,70,751,503,230,529,483,565,74,201,50
1574,510,428,673,475,70,28,821,101,290,558,410,483,70,268,51
1575,510,517,402,534,53,44,611,546,362,500,524,466,51,56,73
1576,510,422,482,606,51,96,721,381,230,521,470,563,62,198,78
1577,510,427,144,548,84,56,614,389,339,512,520,321,84,283,55
1578,510,317,509,522,61,78,798,369,451,518,465,533,62,278,71
1579,510,516,441,528,77,39,723,568,385,508,518,454,85,108,83
1580,510,538,409,546,57,19,739,223,731,523,518,527,51,197,106
1581,510,409,434,513,64,16,641,231,305,517,433,554,60,71,77
1582,510,601,382,560,51,69,636,389,300,538,577,428,51,122,61
1583,510,378,623,546,75,72,715,508,223,562,478,338,75,155,55
1584,510,400,475,546,70,33,1081,316,269,524,524,485,70,280,57
1585,510,467,463,514,43,79,608,149,922,487,516,500,35,198,94
1586,510,558,377,547,78,69,708,380,833,495,500,403,64,273,91
1587,510,559,664,511,70,94,593,509,609,522,513,468,70,214,59
1588,510,511,379,554,94,69,650,329,882,481,501,518,94,225,96
1589,510,323,487,537,69,65,511,355,633,496,342,520,69,166,72
1590,510,385,248,556,71,97,1536,361,758,504,371,523,67,241,66
1591,510,502,501,521,97,82,589,429,575,516,352,469,97,241,85
1592,510,415,535,528,94,42,568,482,311,494,510,488,94,225,65
1593,510,230,511,522,60,64,672,477,332,512,395,510,60,248,72
1594,510,162,403,526,64,49,158,431,962,500,455,325,64,305,86
1595,510,442,391,532,88,57,617,481,683,511,520,558,88,101,80
1596,510,510,510,561,57,83,809,396,348,533,499,557,57,137,84
1597,510,489,230,543,83,89,1075,569,393,502,496,462,83,118,69
1598,510,240,493,530,98,47,456,458,371,503,485,507,89,221,62
1599,510,398,441,537,47,67,428,428,640,487,493,541,47,68,68
1600,510,547,520,533,67,77,500,148,382,523,572,483,67,203,61
1601,510,456,512,524,77,79,960,390,162,504,501,523,77,234,73
1602,510,580,521,522,79,45,133,268,246,520,534,524,79,184,81
1603,510,504,556,520,45,33,648,474,408,479,499,529,45,260,81
1604,510,517,471,547,49,89,818,123,337,516,565,377,48,285,58
1605,510,380,495,553,89,84,668,500,376,496,532,540,89,183,78
1606,510,499,503,526,84,67,576,583,556,504,382,433,84,184,63
1607,510,521,579,539,67,73,703,160,277,505,544,486,67,77,67
1608,510,468,533,536,73,31,481,409,249,518,519,504,73,271,50
1609,510,539,482,518,46,41,595,427,409,510,230,518,46,90,74
1610,510,681,482,560,43,46,545,198,264,520,301,573,43,186,68
1611,510,299,559,511,65,30,694,435,608,497,377,524,65,164,79
1612,510,580,608,524,32,48,487,110,235,514,633,468,32,109,65
1613,510,311,454,608,70,60,762,639,329,525,585,616,66,264,61
1614,510,564,345,540,76,60,526,309,288,492,234,448,70,210,46
1615,510,468,428,520,74,62,796,470,406,509,588,547,74,172,58
1616,510,448,515,530,66,73,678,295,869,510,560,525,66,183,42
1617,510,652,437,529,76,62,637,135,631,494,501,512,73,170,77
1618,510,487,478,529,62,32,783,465,242,493,487,524,62,286,70
1619,510,510,204,530,32,73,581,524,278,533,445,397,32,196,32
1620,510,228,517,637,73,35,780,523,534,514,341,488,73,146,80
1621,510,461,269,519,38,90,699,286,561,489,520,191,37,150,46
1622,510,359,510,576,90,82,637,441,325,501,147,519,90,262,54
1623,510,465,483,541,82,43,452,430,439,491,488,457,82,185,111
1624,510,407,502,552,42,77,677,484,351,527,496,527,43,157,90
1625,510,379,536,600,77,77,701,117,355,518,490,474,77,146,32
1626,510,412,517,515,77,59,641,600,271,510,379,521,77,221,71
1627,510,498,527,526,59,66,711,695,301,509,508,458,61,197,77
1628,510,458,525,520,67,97,784,469,480,509,419,536,66,109,70
1629,510,525,511,543,93,67,778,123,216,493,508,503,93,243,73
1630,510,352,512,522,74,90,750,510,419,510,526,526,74,191,68
1631,510,487,504,534,92,22,49,169,295,510,486,551,92,281,82
1632,510,444,588,530,42,86,504,476,508,531,503,505,42,223,72
1633,510,353,492,601,86,54,714,446,362,520,392,579,86,238,70
1634,510,520,224,519,55,82,604,375,321,497,433,9,55,254,73
1635,510,470,453,551,82,74,747,499,369,505,564,537,82,65,68
1636,510,531,507,513,74,55,275,536,209,486,513,538,74,229,54
1637,510,138,589,665,55,78,634,100,264,499,279,527,55,268,68
1638,510,453,510,537,78,73,797,470,380,512,533,510,78,177,80
1639,510,594,529,594,63,89,571,153,185,545,464,514,66,199,81
1640,510,457,523,557,88,74,713,167,403,510,438,787,89,151,82
1641,510,542,516,526,74,69,738,315,308,511,539,477,74,91,58
1642,510,529,478,533,69,90,630,412,720,543,511,566,69,212,51
1643,510,391,602,535,83,60,608,359,261,492,403,484,90,162,37
1644,510,606,246,543,66,68,762,403,660,504,561,585,66,180,76
1645,510,406,472,576,75,26,604,207,394,603,349,528,75,129,56
1646,510,336,540,549,46,27,538,171,399,485,568,495,27,263,64
1647,510,343,312,462,38,76,633,516,517,513,255,472,38,173,45
1648,510,340,664,598,56,91,544,247,290,514,520,385,34,202,98
1649,510,312,519,566,88,85,575,412,297,486,449,494,91,190,60
1650,510,517,517,527,85,83,571,476,559,515,587,208,85,230,71
1651,510,462,596,549,82,85,532,362,663,505,485,516,82,231,81
1652,510,553,450,516,43,86,728,815,412,515,236,409,43,219,64
1653,510,510,557,542,72,83,763,589,854,496,487,470,86,233,74
1654,510,542,510,536,83,32,639,413,710,526,540,510,83,206,67
1655,510,463,574,527,54,94,691,336,331,499,569,594,64,115,84
1656,510,470,563,565,94,61,133,492,252,494,437,513,94,181,74
1657,510,170,499,514,61,82,677,414,302,475,194,53,61,291,72
1658,510,509,465,543,77,60,609,497,338,512,489,349,82,148,87
1659,510,557,482,522,60,57,458,144,854,508,538,564,60,133,78
1660,510,402,458,513,62,74,649,473,219,505,463,561,62,260,49
1661,510,589,342,561,74,16,722,510,206,527,549,456,74,134,41
1662,510,517,558,540,61,77,656,259,268,511,476,534,58,197,81
1663,510,500,489,510,77,82,821,277,271,501,495,515,77,237,57
1664,510,485,414,522,82,9,650,449,421,514,546,572,77,210,68
1665,510,478,573,549,14,68,1481,123,459,477,505,217,38,157,89
1666,510,200,485,220,65,94,841,380,244,508,189,359,68,131,64
1667,510,169,368,410,97,72,737,426,264,496,395,206,91,195,80
1668,510,368,463,521,73,56,527,348,427,503,528,372,73,224,64
1669,510,531,435,539,66,23,820,571,658,503,521,494,52,232,59
1670,510,419,503,582,42,74,259,441,238,496,486,515,42,217,69
1671,510,401,204,604,74,28,624,307,535,516,456,495,74,247,73
1672,510,485,528,533,48,82,449,345,281,490,579,681,48,120,79
1673,510,455,484,571,82,72,401,294,822,522,22,496,82,257,52
1674,510,395,476,551,72,29,317,99,317,464,533,497,72,136,85
1675,510,589,353,526,53,87,826,534,376,518,552,425,53,171,60
1676,510,453,506,531,87,56,776,366,722,507,511,527,87,269,52
1677,510,481,571,514,68,69,658,542,294,506,482,579,71,208,60
1678,510,381,556,594,69,68,770,569,299,517,139,528,69,210,88
1679,510,472,534,528,68,21,727,520,366,528,368,521,68,225,77
1680,510,555,500,543,43,58,548,478,335,519,540,562,43,237,58
1681,510,342,510,493,58,69,750,105,249,495,238,518,58,176,48
1682,510,479,433,558,63,23,359,546,348,539,503,506,63,255,71
1683,510,482,530,527,75,68,678,472,339,518,507,496,75,163,70
1684,510,527,461,511,68,70,377,475,767,501,404,588,68,297,94
1685,510,429,536,596,70,28,604,200,693,515,529,565,69,91,71
1686,510,465,510,548,60,46,646,361,149,542,521,510,60,210,75
1687,510,493,542,561,40,74,805,288,725,526,545,557,46,166,97
1688,510,363,553,543,59,40,551,476,534,548,469,516,59,262,78
1689,510,570,457,553,59,82,600,589,291,509,504,575,52,178,62
1690,510,255,558,520,66,41,623,463,585,510,458,505,82,145,66
1691,510,582,439,532,61,94,964,342,248,512,513,510,61,233,86
1692,510,461,521,643,94,80,628,473,359,525,516,542,88,160,59
1693,510,510,363,538,80,54,784,352,292,506,522,659,80,213,87
1694,510,557,238,544,54,55,736,573,549,505,487,510,54,210,47
1695,510,422,468,550,61,75,382,372,762,518,515,445,55,201,72
1696,510,442,489,558,74,61,789,399,427,479,500,593,68,280,48
1697,510,500,407,526,77,54,620,352,720,489,408,476,67,224,42
1698,510,431,326,531,63,51,598,581,511,502,555,510,63,202,89
1699,510,466,426,540,82,96,1066,109,790,521,521,508,82,297,78
1700,510,529,622,533,96,80,701,145,253,513,271,498,96,208,75
1701,510,422,469,557,78,75,1046,512,681,558,345,493,78,132,71
1702,510,501,514,545,75,86,640,348,294,483,556,595,75,276,49
1703,510,468,339,536,88,72,680,441,727,516,403,517,88,122,55
1704,510,517,570,521,72,26,586,540,355,515,494,522,72,243,64
1705,510,422,632,526,30,35,554,280,788,513,510,561,50,267,47
1706,510,308,526,357,28,16,475,297,594,635,330,529,28,258,69
1707,510,398,424,591,67,60,951,521,220,512,510,330,67,153,57
1708,510,408,510,531,67,33,759,456,35,510,539,497,67,268,74
1709,510,443,510,545,66,62,851,135,518,503,439,411,59,171,44
1710,510,400,565,595,62,66,952,79,196,519,490,601,62,140,81
1711,510,405,284,560,74,74,568,548,316,517,399,434,74,288,82
1712,510,306,458,524,50,82,740,217,342,6,482,438,50,198,59
1713,510,511,515,551,82,32,665,548,748,530,524,429,82,157,77
1714,510,327,482,533,37,51,656,412,183,507,540,519,35,136,81
1715,510,377,542,620,70,72,667,451,361,489,543,548,70,189,61
