uncivil,civil,
Ugh... seems like a further modification to `ResourceHttpRequestHandler` would be preferred?,"I believe that a further modification to `ResourceHttpRequestHandler` could be beneficial, don't you agree?",
"FYI, I won't have time to look at this today.","Just to inform you, I might not be able to go through this today due to prior commitments.",
", but it always worked before until a TextSecure update. Have you guys considered just reverting to the old method, or making it an option at least? I want the whole world to use secure messaging, but my friends and I are going to have to go back to stock messaging... Sigh.","I understand that the recent TextSecure update may have changed some functionalities that were previously effective for us. Have you explored the idea of reverting to the previous model, or at least providing it as an alternative? I'm a strong believer in the need for secure messaging worldwide. Unfortunately, my friends and I find ourselves contemplating a switch back to the standard messaging system due to these challenges.",
Thx to all reviewers!,I am deeply appreciative of everyone who took out time to leave a review. Thank you!,
All the mono tests are still pretty fubar... kicking this down the road.,"The mono tests appear to need a substantial amount of improvement, so we will have to address this concern at a later date.",
"_library` saner for everyone else.  That's _still_ not a tiny amount of work and it is _still_ possible that some odd downstream project breaks, but this is certainly much simpler than the previous alternative. And it doesn't even require lying to Starlark!","It would certainly streamline things for everyone if the library was more orderly. No doubt, this would still involve some considerable effort on our part and there's a chance that some unusual downstream project may face issues, but the benefits outweigh the drawbacks when compared to the previous option. This doesn't call for misrepresenting anything to Starlark either!",
"Crap, you're right, I was looking at old specs :)","Oh, you are correct, I was referencing outdated specifications, my apologies :)",
"Hah, love the haiku!","I must say, your haiku truly impressed me!",
Damn I found the error. Will push a new release soon.,I've located the error and will be working to release an update shortly.,
"nage().logs().get(""performance"")`, but we actually removed support for this in grid (#10949), so that is somewhat inconsistent as well. Really this is a mismatch of if Selenium isn't going to support it remotely, it really should be set in the driver and not the options, which is frustrating --> A pain, but can also filter out things not desired as desired.","Discrepancies have been noted with ""nage().logs().get(""performance"")"", particularly in reference to its removal from the grid (#10949), which does introduce some inconsistency. Essentially, if Selenium won't be providing support remotely, it'd be more ideal to establish it within the driver rather than the options. Admittedly, this is a bit challenging. On the flip side, this setup may assist in filtering out less significant aspects.",
"        pom.project {           parent {              groupId 'org.springframework.boot'             artifactId 'spring-boot-starter-parent'             version ""${project.bootVersion}""           }         }     } }  jar {     baseName =  'installer' }  repositories {     mavenLocal()     mavenCentral() }  dependencies {     compile ""org.springframework.boot:spring-boot-starter"" } ```  What were you using?",Could you kindly clarify which specific tool or platform you were utilizing while working with this?,
We need to start using osgi or something. All this shading is getting ridiculous.,"I believe we may want to start considering the implementation of osgi, or a similar solution. The sheer amount of shading we're dealing with seems to be somewhat excessive.",
"the first part of debugging whatever is happening there, will be to ensure we get a proper goddamn stacktrace!","The first step in debugging the issue at hand should be to ensure that we obtain an accurate, comprehensive stacktrace.",
This is **totally** needed.,This is absolutely necessary.,
Dang! 🤦‍♂️ I figured it was something simple but I had the repro down to two steps and couldn't figure it out.  Thanks!,"Goodness! I thought the issue was quite simple, but despite bringing down the reproduction to two steps, I wasn't able to pinpoint it. Thank you so much for your help!",
Seems the internal wallet database got screwed up.,1. It appears that there may be some issues with the internal wallet database.,
Dug into a test with mutliple fortunes and they're passing as expected now.,I have thoroughly examined the test involving multiple scenarios and I'm pleased to report that it has been successful.,
> Hi. Could you please tell me how to stop these emails? I took interest in the GitHub website but I have no idea how to read the UI or how to navigate it or what any of it means. It's the most frustrating and confusing shit ever and for some reason I'm getting notifications and emails and I hate it. I've come to this page to try to get them to stop multiple times and there is no clear way to do it.  Lol. Go to [github.com/watching](https://github.com/watching) and unwatch the repo :),"Hello there. Could you kindly guide me on how to halt these emails? I have taken an interest in the GitHub website, however, I find interpreting the user interface and navigating the site quite challenging. Its complexities somewhat perplex me, and I have been receiving persistent notifications and emails that I'm not entirely fond of. I've visited this page a couple of times in an attempt to stop the notifications but I'm not quite sure how to go about it. Your assistance would be greatly appreciated. 

As a small tip, you might want to check out [github.com/watching](https://github.com/watching) and unwatch the repository. Hope this helps.",
"That won't work in this case @user   Here we are actually testing what comes out of the maven-assembly plugin, and what happens when you run bin/elasticsearch (shell scripts etc). All of these contribute to jar hell in their own special ways.","In this particular situation @user, the approach you suggested might not be suitable. We are essentially evaluating the results from the maven-assembly plugin along with studying the outcomes when you execute bin/elasticsearch (including shell scripts and so on). Each of these elements uniquely contribute to creating complications, like jar hell.",
"b.com> wrote:    I still have the same issue with a ZTE Axon 9 Pro with Android 8.1.0.  This is quite annoying. Is there anything I can help to fix this?  — You are receiving this because you commented. Reply to this email directly, view it on GitHub, or mute the thread.","Subject: Persistent Issue with ZTE Axon 9 Pro - Android 8.1.0

Dear Developer,

I hope this message finds you well. I wanted to bring to your attention that I am still experiencing the same issue with my ZTE Axon 9 Pro, operating on the Android 8.1.0 system. As you can imagine, this has been a bit troubling.

I would appreciate any assistance that you can provide, and I would be more than happy to provide further information or assist in any other way possible to help resolve the issue. 

Thank you for your attention to this matter. I will eagerly await your response. 

You may reply to this email directly, view it on GitHub, or opt to mute the thread, as per your preference.
  
Best Regards,

[Your Name]",
" in the face. ```  We can translate that directly into java code, by parsing ""true"" to `true` and ""false"" to `false`, with anything else as an exception. In Java, its important declare a checked exception like `ParseException` too, so that you inform the caller of the ""rules"", and so that the flow of their code is forced to deal with the exceptional case. I generally hate checked exceptions like anyone else, but when used sparingly as a tool to prevent bugs, they do have their place.  > I believe that no,","it isn't possible to convert this directly to Java code as you may expect. It is necessary to parse ""true"" to `true` and ""false"" to `false`, with any variation of anything else as an exception. In Java, it's indeed important to declare a checked exception such as `ParseException`. This is crucial to inform the caller of the rules and ensure that the flow of their code considers potential exceptional cases. Like many others, I tend not to favor checked exceptions greatly, however, when used judiciously to avoid bugs, they do present their value. > In my opinion, I don't believe that,",
"Shit, pull request on wrong repository. I am sorry :-D","Oops, I apologize, it appears I made a pull request to the wrong repository. My bad! :)",
damn made a mistake,"Oops, I made a mistake.",
"`--define` is more than just `goog.define`s. You can also have non-Closure `@define`s (like `COMPILED` in base.js). A bundle won't replace these and it doesn't make sense for them to go in `CLOSURE_[UNCOMPILED_]DEFINES`. I think it would be confusing if `--define` always set the Closure defines as a result.  There are work arounds, obviously. You can pass an input to the compiler that sets `CLOSURE_[UNCOMPILED_]DEFINES` and it will 1) output that to the bundle and 2) respect that in a compile. Then it is ","The utility of `--define` extends beyond `goog.define`s. It also embraces non-Closure `@define`s, like `COMPILED` found in our base.js. Due to their nature, a bundle is incapable of substituting these, and it would be illogical to lodge them under `CLOSURE_[UNCOMPILED_]DEFINES`. If we always allowed `--define` to determine the Closure defines, it might create confusion. However, it's important to note there are solutions to this. For example, an input could be provided to the compiler to adjust `CLOSURE_[UNCOMPILED_]DEFINES`, which would consequently 1) include that into the bundle, and 2) acknowledge it during the compiling process. Therefore, this continuity is maintained.",
"I think I found the fix, PR on its way.",I believe I have discovered a solution and will promptly be submitting a pull request.,
https://github.com/TechEmpower/FrameworkBenchmarks/issues/117#issuecomment-16131000 > .,"In the comment posted on GitHub, there were concerns raised about the functionality of the Vert.x framework, suggesting it wasn't working as intended. The person seemed frustrated and they were not sure whether the fault was with the testing platform or the Vert.x itself.

A polite version of the same comment could be:

""Hello there! I have observed some inconsistent behavior regarding the Vert.x framework. It appears that the framework might not be generating the correct and intended output for some tests. This is just my observation and I might be wrong, but it does seem unusual. I'm open to any insights whether this could be due to a potential misstep on the testing platform's part or if there's something about Vert.x's functioning that I'm not fully grasping. Thanks for your time and I appreciate your help!""",
"So what roundcube does here is that it creates clearsigned messages, and wraps them in an encrypted mime part. This is in essence a bastard between pgp/mime and pgp/inline, combining the worst of both worlds. I wonder what they do if you add an attachment?  Either way, while it would be possible to support this for robustness' sake, I firmly believe we should make a decision not to, making sure this format dies as quickly as possible. Closing this issue, if anyone disagrees feel free to reopen.  (btw, mut","What RoundCube appears to do here is produce clearsigned messages and envelop them in an encrypted MIME part. In essence, this seems like a hybrid of PGP/MIME and PGP/Inline, combining significant challenges from both. I'm curious about their handling of attachments in such a scenario. While we could certainly add support for this to ensure our system's robustness, I would suggest that we intentionally choose not to. It seems to be in our best interest to ensure this format doesn't persist any longer than necessary. With this in mind, I'm closing this issue. Should anyone disagree or want to discuss further, please feel free to reopen the topic.",
"Very strange. I still don't get why gcm always fucks up with textsecure for me, while whatsapp works just fine. Could anything I do with my phone cause the receiving phones to not receive messages anymore?","It's really puzzling. I often struggle to understand why gcm consistently has problems syncing with textsecure for me, yet WhatsApp operates smoothly. I wonder, could any action I take on my phone potentially result in other phones not receiving messages?",
Woah! PITA is right. Silly windows. 260 characters is enough for anybody.....,It seems you're right regarding the challenges with Windows. Its 260 characters limit could indeed be sufficient for most users.,
@user Have you solved the problem yet?  I had the same problem.,"@user, I was just wondering if you were able to pinpoint a solution for the issue at hand? Coincidentally, I happened to encounter a similar situation not too far back.",
"Dammit. I found them.  Nevermind, and I'm sorry for the false alert! You can close this ticket.",I've located them. My apologies for any confusion I may have caused and thank you for your assistance. You may consider this matter resolved.,
nkiDroid/src/main/res/layout/floating_action_button.xml >   http (2) > - _M_ AnkiDroid/src/main/res/layout/info.xml >   http >   (140) > - _D_ AnkiDroid/src/main/res/layout/navdrawer_divider.xml >   http (9) > - _A_ AnkiDroid/src/main/res/layout/navdrawer_header.xml >   http >   (19) > - _D_ AnkiDroid/src/main/res/layout/navdrawer_item.xml >   http >   (31) > - _D_ AnkiDroid/src/main/res/layout/night_mode_switch.xml >   http (9) > - _M_ AnkiDroid/src/main/res/layout/note_editor.xml >   http >   (200) > - ,"I've noticed a few modifications in the AnkiDroid layout files as mentioned:

1. The floating_action_button.xml has undergone some alterations, evident here: http
2. There are significant alterations in the info.xml layout file
3. The navdrawer_divider.xml file seems to have been removed   
4. The navdrawer_header.xml file has been added as per this link: http
5. It appears the navdrawer_item.xml file has been removed
6. The night_mode_switch.xml has also been deleted
7. Lastly, the note_editor.xml file has been heavily modified.

It would be kind if you could share more information regarding these changes if possible.",
"Oh silly me. Wrong import, fixing it now.","Oops, my apologies. I accidentally imported the incorrect item. Allow me to correct it immediately.",
I haven't seen this bug in a while.,It's been quite some time since I last encountered this bug.,
I don't have time right now,I'm afraid I'm currently occupied with something else. Is it possible for us to engage in conversation at a later time that suits you?,
I'm having the same issues.,I seem to be experiencing similar issues.,
Seems like a bug in Homebrew's clang wrapper...,It appears that there could potentially be a minor issue in the Homebrew's Clang wrapper.,
"My notebook got stollen on Christmas. On its disks where all the signing keys saved. I have a backup of my keys in a keepass database, but one of my keepass apps f*** up the database, and scattered the key files all over all entries. So I had to drive to my parrents place because one last backup of the signing key was saved on my moms computer. However I was not sure if that was the right one.","I had an unfortunate situation on Christmas day when my notebook was stolen. Unfortunately, this contained all my signing keys. Thankfully, I had a backup of these keys in a keepass database. However, there was a bit of a hiccup with one of the keepass apps which resulted in the key files being dispersed throughout all the entries. Consequently, I was left with no option but to drive to my parent's home since the final backup of my signing key was stored on my mom's computer. Even then, I still had some doubts about the validity of this copy.",
 more open and transparent way? Especially with the analysis part the input from more ppl having experience with different languages can be extremely useful. ( //cc @user )  [1] http [2] http,"Could we possibly consider adopting a more transparent and open approach? Especially regarding the analysis phase, I believe that contributions from individuals experienced in diverse languages could be markedly beneficial. (//cc @user) [1] http [2] http",
"If you want a badly designed open source app with less settings that just reads and writes mail, there already is one. It's called Email, from Google.   When you pick a third party client like K-9,its because you need things different. A different UI or different settings. Why are you so committed to sabotaging every single reason someone might use this app?","If you're in search of a simpler, more straightforward open source application that focuses purely on sending and receiving emails, Google's 'Email' application might be just what you're looking for. When one chooses a third-party client, such as K-9, it's typically because they seek a unique user interface or customizable settings. Could you perhaps elaborate on the reasons behind your drive to change the specific features that make this app stand out? I'm sure your intentions are good but understanding your perspective could help us find a middle ground.",
"I really hate the *ApplicationConfiguration classes. Mario's fault, not yours, Xoppa. Sure there is autocompletion, but many other classes start with the same prefix and the enormous names are still just as ugly. /rant :)","I must admit that I'm not particularly fond of the *ApplicationConfiguration classes. No offense to Mario, it's only a matter of personal preference. Although there's the convenience of autocompletion, the lengthy names combined with the identical prefixes shared with many other classes can lead to a bit of confusion. Just a thought! :)",
 would be very easy to implement this for the compiler.,Incorporating this into the compiler should be a straightforward process.,
"@user You need to add `.toWebElement()`:  ```java actions().moveToElement($("".gsfi"").toWebElement()).perform(); ```  The point is that `$("".gsfi"")` is not a ""real"" `WebElement`, but a proxy object (created by Selenide). If you call ""usual"" methods on this proxy objects, everything works.  But actions builder doesn't call ""usual"" methods, but uses black magic (which fails with the proxy object).  Namely, actions builder calls `BeanToJsonConverter` which uses reflection and iterates all _properties_ of give","n object. 

Dear @user, it might be beneficial if you could add `.toWebElement()` as such: 

```java 
actions().moveToElement($("".gsfi"").toWebElement()).perform(); 
```

This is due to `$("".gsfi"")` not being a conventional `WebElement`, but rather a proxy object generated by Selenide. Ordinarily, this proxy object performs as expected when typical methods are applied to it.

However, the actions builder behaves differently as it does not use conventional methods but rather relies on a more intricate process (which unfortunately falls flat with the proxy object). Specifically, the actions builder calls `BeanToJsonConverter` which utilizes reflection and iterates all the properties of the given object. I hope this clarification helps!",
"Just happened again, this time within just a few days of the last failure. Tests caught it in production during business hours, so I had to just fix it. Right now (due to completely separate issues) I can't SSH into the servers (ridiculous I know), so I can't grab the logs. I suspect this will happen again, and I'll post whatever logs I can get, but if there are any work-arounds that you can think of, I'm all ears.","It just so happened that the issue has recurred, this time merely a few days after the last incidence. Our tests detected it during our production hours, and I had to take immediate action to rectify it. Currently, due to different issues, I am unable to SSH into our servers, which may sound quite surprising, I understand. As a result I am unable to retrieve the logs at this moment. I am of the opinion that this issue may resurface, and I assure you that I will post whatever logs I manage to gather. In the meantime, if you are able to suggest any potential work-arounds, I am open and grateful for your guidance.",
Also happening when comparing the results of two method calls that return long.  For example:  ```java class Crap {     private final long val      public long getVal() { return val } }  if (c1.getVal() != c2.getVal()) {  // <-- here     // whatever } ```,"You may encounter similar issues when comparing the results of two method calls that return a 'long' response. Let's take a look at an example for a better understanding:

```java
class Example {
    private final long val;
    
    public long getVal() {
        return val;
    }
}

if (example1.getVal() != example2.getVal()) { 
    // some actions
}
```
In the 'if' condition here, if the value obtained via method call from 'example1' and 'example2' is not equal, the system will execute a specific set of actions. Thereby indicating this scenario can also happen in case of long method call responses.",
">Thanks for making this, and also good job!  You're welcome. I wanted to look into the extractor code some time ago anyway, so this missing function was a good opportunity ;). Let's hope the idea won't be rejected (that's why it's an issue there instead of a pull request).  >And it looks darn good too, and I love the little preview pics!  It's just a copy of the playqueue layout - I didn't want to put effort into it, so copy&paste is a good way haha. The pictures are provided by YouTube automatically as y","1. >Thank you so much for creating this, it's been done very well!
  
  You're indeed welcome. I've been meaning to examine the extractor code earlier, so this missing function presented an ideal chance. Let's keep our fingers crossed that the idea isn't dismissed; that's why it's an issue rather than a pull request.

  >Not only did you do a splendid job, I also adore the small preview images!

  I simply replicated the layout of the play queue - I didn't want to dedicate undue effort, hence the handy solution of copying and pasting. YouTube automatically supplies the images, which is pretty convenient.",
"### Resource Management  A conversation with @user revealed one of the key goals of the `Sequence` abstraction: the ability to manage resources. It works so well that he says Druid has seldom experienced a query-related resource leak. Pretty darn good!  As @user observed, an operator is little more than a closable iterator, with some goodies tacked on, and closeable iterators are resource leaks waiting to happen.  There is more than one way to handle the problem, however. As it turned out, Drill originall","1. ### Resource Management  

In a recent discussion with @user, we dove into the fundamental objectives of the `Sequence` abstraction, primarily focusing on resource management. @user commemorated its effectiveness, mentioning that there have been very few occasions where Druid faced a query-associated resource leak. A commendable achievement, I'd say! 

As pointed out by @user, an operator is similar to a closable iterator, only with a few additional features. However, this design also presents a potential risk for resource leaks. Thankfully, there are a number of approaches to dealing with this challenge. Interestingly, Drill initially...",
This doesn't feel worth doing.,I'm having some difficulties seeing the value in this task.,
"Aggh.  This is a botched issue entry.  The root cause was 1. Follow instructions here: http bazel-0.28.1-installer-darwin-x86_64.sh ../bazel-0.28.1-installer-darwin-x86_64.sh --user    Failure about jdks  But this was on my laptop at home, so I can not repo now.  I'll try tonight and either close the bug or edit the description to make sense.","I must concede, this issue entry seems to have a few hiccups. The underlying cause was step 1. If you could kindly adhere to the instructions provided here: https bazel-0.28.1-installer-darwin-x86_64.sh ../bazel-0.28.1-installer-darwin-x86_64.sh --user, it should help resolve the matter. The issue seemed to stem from jdks, but as I am currently away from the laptop where I first encountered the problem, I am unable to reproduce it at this given moment. I intend to address it when I am home this evening. Depending on the outcome, I will either close the bug or modify the description so it's clearer. I appreciate your understanding and patience.",
"@user I think we might already be at peak-workaround. The webrtc folks, in their infinite wisdom, do not seem to think it's important to support ""ringing."" As soon as I build a PeerConnection, it tries to take over and play an AudioTrack w/ STREAM_VOICE_CALL whether the AudioTrack is enabled or not.  If I try to play sounds with MODE_RINGTONE, they'll just get hijacked by webrtc and end up in the earpiece.  The only thing I can do is play the ringtone into the voice call stream, but turn the speaker on.  ","@user, I believe we might have reached the maximum capacity of dealing with improvised solutions here. It appears that the professionals behind WebRTC do not prioritize the support for ""ringing."" Whenever I construct a PeerConnection, it endeavours to dominate and play an AudioTrack with STREAM_VOICE_CALL, regardless of the AudioTrack's status. If I attempt to use MODE_RINGTONE to play sounds, they are typically overridden by WebRTC and directed to the earpiece. The only viable solution I see is to route the ringtone into the call stream whilst enabling the speaker.",
"Damn. Or should I say, Duh! How did I miss that.","Oh dear. Or perhaps I should say, oops! How did I overlook that?",
"This is unfortunate. I understand the motivation, but as a user experience it's pretty poor. Unfortunately, this is in practice with a user that does not use Signal for both SMS and Signal. The poor experience in this case looks like a conversation starting in SMS but switching mid conversation to Signal causing a jarring experience or missed conversation.  i.e.:  | SMS app | Signal | | ------------ | --------- | | user1: ""HEY! Let's go get some drinks"" | | | user2: ""YEAH! What time and where?"" | | | | us","er1: ""How about 8 at the pub?"" | |

It's quite regrettable to note this situation. Even though the intention behind it is understandable, it seems that the user experience could potentially be improved. It appears especially so for users who don't utilize Signal for both SMS and Signal itself. A less than satisfactory experience could be perceived where a conversation starts in SMS and then suddenly switches to Signal. This abrupt transition could disorient the user, or even lead to part of the conversation being missed. For instance, the scenario could look like this: 

In the SMS app, user1 sends, ""Let's go get some drinks."" User2 responds with, ""What time and where?"" However, user1's next message moves to Signal, where they reply, ""How about 8 at the pub?""",
"**[chris alme](https://jira.spring.io/secure/ViewProfile.jspa?name=almeitus)** commented  Any chance on changing this from an ""Improvement"" to a ""Bug""? This breaks the form:textarea tag which forces you to revert to our friend spring:bind. Not the end of the world but it makes for ugly jsps - use the new form tags _EXCEPT_ for form:textarea since it is broken...  The ""readonly"" attribute is a standard html 4.0 attribute, thus its absence in the form tag library should make it a bug. Also, contrary to the ","comment from [chris alme](https://jira.spring.io/secure/ViewProfile.jspa?name=almeitus), would it be possible to reclassify this from ""Improvement"" to ""Bug""? It seems to be causing a disruption with the form:textarea tag, leading to the use of spring:bind as an alternative. While it's not a drastic concern, it does detract from the aesthetics of the jsps as we need to utilize the new form tags, aside from needing to avoid using form:textarea due to this issue. 

Given that ""readonly"" is a standard attribute in HTML 4.0, its absence in the form tag library could warrant considering this as a bug. Furthermore, I believe it's worth noting the contradiction with",
"> Why is this crashing the restore and not simply ignoring  > not should Signal users be required to do so imo  Yep. Guys, I think we should make this bug more serious. @user could you rename the issue to something more specific like ""Importing backup crashes because of one faulty SQL statement"" ?  Meanwhile, please take a debug log and submit it here - there should be a nice big blue button on the bottom to share. Here is mine: http   @user @user could you guys take a look at this? I know that ""just igno","1. > It appears that this is causing the restore to crash rather than ignoring. I believe Signal users shouldn't be expected to handle this kind of issue.
> Absolutely. Team, I suggest we assign this bug a higher priority for resolution. @user, could you please amend the issue title to accurately reflect the problem? Something along the lines of ""Importing backup crashes due to a single faulty SQL statement"" would be perfect. 
> In the interim, I encourage you to extract a debug log and upload it onto this platform - you should notice a prominent blue button at the page's bottom for this purpose. Here's an example based on my own procedure: http @user @user. Would it be possible for you to take a peek at this when next available? I understand that the urge may be ""to simply ignore…""",
"If you've misconfigured XPrivacy, TextSecure is going to crash. There are a kadgillion places where XPrivacy can fuck us up, all of which are invalid assertions.  I think that's just the price you pay for fucking with your phone.","If you have incorrectly configured XPrivacy, it may cause TextSecure to become unstable. There are numerous areas where XPrivacy could potentially cause issues, each and every one of them being false presumptions. Could it be possible that this is the consequence of tampering with your phone's settings excessively?",
s like: while(true) constant-constant-constant-time break-BOOM an increase  ``` Sat Sep 19 19:10:52 CEST 2015 entries 978619    Sat Sep 19 19:11:33 CEST 2015 entries 978773  Sat Sep 19 19:11:51 CEST 2015 entries 980484  Sat Sep 19 19:14:17 CEST 2015 entries 982609 Sat Sep 19 19:14:21 CEST 2015 entries 991333 Sat Sep 19 19:14:23 CEST 2015 entries 992479 Sat Sep 19 19:14:27 CEST 2015  (this monitor reacts only when the number changes) ```  <s>@normanmaurer should I investigate again from the start or you kn,"It appears that the loop continues indefinitely until a certain point where there is a significant increase. 

For example: 

Saturday, September 19, 2015, at 19:10:52 Central European Summer Time, the entries were at 978,619. 

Less than a minute later, at 19:11:33, the entries increased slightly to 978,773. 

By 19:11:51, we saw a bigger jump to 980,484 entries. 

Few minutes later, at 19:14:17, we were at 982,609 entries. 

From there, in just a few seconds, there was a significant increase, bringing us to 991,333 entries by 19:14:21 and to 992,479 by 19:14:23. 

It appears that the monitor only reacts when there is a change in the number of entries. 

@normanmaurer, should I start my investigation over, or do you have an alternative suggestion?",
"Sorry, this is one of those things where we're literally loading an image based on URI's given to us by the system. Those URI's are failing to resolve on certain devices intermittently for some reason, and we don't know why.  > which kind of maniac approved the workflow to automatically mark stale after 2 weeks  Just to be clear, it's after 2 _months_ :)","I apologize for the confusion, but in this case, we are simply loading an image based on URIs given to us by the system. On occasion, these URIs are not resolving on certain devices, and we're not sure of the rationale behind such behavior.

Also, I believe there may have been a small misunderstanding. Stale marking actually occurs following a period of 2 months, rather than 2 weeks as you mentioned. I hope this clarifies any confusion.",
"My contacts are having the same problem as described by Fanch3n, with the only difference that we haven't found a fix. Plus whatever group I create they get this error, so deleting/creating a new group didn't work either. This is very annoying. Plus group chat isn't even that fast, and this is discouraging my friends a lot.","Like Fanch3n, some of my contacts are also experiencing the same issue, albeit without a found solution. Unfortunately, attempts to resolve the problem by deleting and creating new groups have not been successful. This has been quite challenging. Moreover, the speed of the group chat feature is not as expedient as we would prefer, which seems to be having a demotivating effect on my friends.",
"If you're using a combination of goog.{module,provide,require} and commonJS then it probably makes sense to turn that off: `--jscomp_off=missingRequire`","If you happen to utilize a mixture of goog.{module, provide, require} and commonJS, it could be sensible to consider turning it off: `--jscomp_off=missingRequire`.",
forcing the expected functionality condescending or user hostile?,Could the anticipated functionality potentially come across as patronizing or less user-friendly?,
maybe you can tell us what prevented you from starting up again?,Could you possibly share with us what hindered you from getting started again?,
Nevermind. I found a matching crash in the Google Play Console.,"Actually, I managed to locate a similar crash in the Google Play Console.",
"Gerrit already requires a patched version of buck that is 4 commits ahead of your tree. I just keep rebasing and fixing the same damn merge conflicts. Now we have 5 commits ahead, the latest one replaces ""."" as the top of the source tree with the absolute path because ""."" as the project root late becomes ""/./"" in some path strings and buck isn't fully prepared for this. _sigh_  The java_library() not accepting a genfile() in a package name is now patched around by having the genrule() spit out a JAR by ru","Just to bring to your attention, Gerrit currently uses a patched version of buck that is already 4 commits ahead of your tree. I've been consistently rebasing and addressing the recurring merge conflicts. Now, we're 5 commits ahead. The most recent one substitutes ""."" at the start of the source tree with the absolute path. This is because ""."" as the project root later converts into ""/./"" in some path strings and it seems buck is not fully equipped for this situation. The issue with java_library() not accepting a genfile() in a package name has been temp-fixed by modifying the genrule() to output a JAR by running it manually.",
"ecomment-1420639177>, > or unsubscribe > <https://github.com/notifications/unsubscribe-auth/AAK4HYNS2U3Z7JTHK22MPNLWWIYNVANCNFSM6AAAAAARI72BHI> > . > You are receiving this because you were mentioned.Message ID: > ***@***.***> >","For any further inquiries, or requests to unsubscribe, kindly head over to this link: <https://github.com/notifications/unsubscribe-auth/AAK4HYNS2U3Z7JTHK22MPNLWWIYNVANCNFSM6AAAAAARI72BHI> 

Please be reminded that you are receiving these messages because you were previously mentioned. For reference, the Message ID is: ***@***.***. Have a great day!",
"Well a whole book in the title is a troll, nothing important to read. But I agree that’s not common.  However, even if the title is important, maybe I don’t need to read it each time I go to such an email if what I’m interested in is something in the body. So having the title folded as the default looks like a more sensible default to me, but maybe that’s only my opinion. Anyway, if that ever become an issue, I’ll feel free to open a ticket for that. ;)","The title seems a bit extensive, doesn't it? Nevertheless, I understand that it might contain valuable information. However, when it comes to emails, I often find myself more concerned about the content rather than the title. Perhaps making the title less prominent by default could be a more efficient approach, at least from my perspective. However, this is just my take on the matter. If it ever becomes an issue, I'll be sure to raise a concern about it. ;)",
"Verified. Bug present. Should be Bitcoin, not shitcoin.","Confirmed. There's a bug that needs correction. The correct term should be Bitcoin, rather than the alternative vernacular being used.",
> What a heartbreaking end to this search.  Yup. +1 from me. Heartbreaking and unexpected. :(,"Indeed, it's really a saddening conclusion to this quest. I'm in concurrence with you, absolutely unforeseen and sorrowful. :(",
"Doesn't look like it:  ``` shell $ curl -XGET http {   ""ok"" : true,   ""cluster_name"" : ""graylog2"",   ""nodes"" : {     ""XuPr3B3iTS6o_gRbOv_yrQ"" : {       ""name"" : ""Freakmaster"",       ""transport_address"" : ""inet[/10.210.71.207:9300]"",       ""hostname"" : ""logger-elasticsearch-02.layervault.com"",       ""version"" : ""0.90.10"",       ""http_address"" : ""inet[/10.210.71.207:9200]""     },     ""WSJXq5joR4O9l4EsBCmynw"" : {       ""name"" : ""Hammer, Justin"",       ""transport_address"" : ""inet[/10.210.72.235:9300]"",       ","It seems that it isn't as initially perceived. When we run this command : `shell $ curl -XGET http`, we can observe that the response we receive is positive - `""ok"": true`. It unveils that our cluster name is ""graylog2"" and it also shows us the details of the nodes existing within this cluster. For instance, ""Freakmaster"" appears to be one of the nodes and all necessary details for it, like its transport address, hostname, version and http address, are visible. Likewise, we can see the properties of the other nodes such as ""Hammer, Justin"" along with its corresponding transport address.",
An Undertow-based Torquebox sounds awesome. Can't wait to see this!,A Torquebox that incorporates Undertow certainly seems impressive. I am eagerly looking forward to witnessing it!,
> Any hints what we can hope for? :D  I really hope that gets some attention soon. I even disabled backup for now. Every day a full backup sucks.,"May I inquire as to any indications of what we can expect in the near future? It would be most advantageous if the issue at hand could be given prompt attention. As of currently, I've resorted to disabling backup due to the inconvenience of a daily full backup.",
"``` Ok I tested it, and it works great now that the times are the same. I'm really impressed with the new version!  This is what I think happened: My phone's time was a couple of minutes behind my computer's time and I went straight from looking at the count on my desktop to syncing the deck with AnkiDroid and looking at the count on the phone. I'm guessing a couple of reviews that had become due on my desktop had not become due yet on AnkiDroid due to the time difference. However, like I said above, by d","eliberately changing my phone's time to match my computer's, everything now appears as it should. I highly commend the improvements in the new version, they're truly impressive! I believe the issue stemmed from my phone's time lagging a few minutes behind my computer's. After checking the count on my desktop and subsequently syncing the deck with AnkiDroid to check the count on my phone, there seemed to be a discrepancy, which I'd surmise is due to a few reviews that became due on my desktop not being due yet on AnkiDroid due to the time difference. However, as I mentioned earlier, adjusting my phone's time to be in sync with my desktop has resolved the issue wonderfully. Thank you! ",
It kinda does if you have to check it into your scm. And if you don't your users will hate you cause things break without saying why.,"It may be necessary to check it into your SCM, particularly to maintain efficiency. With that being said, if that step is skipped, it could lead to some user dissatisfaction due to the potential of things malfunctioning without clarity on the reasons.",
