uncivil,civil,is_toxic
"nd Ansible scripts come in.   The points you've raised have been raised in this issue tracker and in the mailing lists countless times, and good answers have been given there, so give those a read if you're interested. I understand the motivation for this issue (complaining and ranting is always easier than taking action) but if we want anything good to come out of this, please propose some clear and actionable points so that even if you (or whoever else) can't, someone else can improve the installation e",nd Ansible scripts come in.   The points you've raised have been raised,0
atePixels() }  void draw() { } ```,atePixels(),0
"This is absolutely bad!  Only i can say you is try to upgrade the AmLogic media decoders in another way you should use Software Decoder and this is a really ugly ideia, but i think will be 300% better than this Frozen every 5/10 seconds.  Like you can see in #678 you can select the codec.",this is absolutely bad! only i can say you is try to upgrade the Am,0
"oh crap, I thought this had merged","oh, I thought this had merged",0
"ni isn't alone on this, it's just the one I picked on ;-)","ni isn't alone on this, it's just the one I picked on",0
nik did you dig deeper here?,Did you dig deeper here?,0
Ouch. A lot of ouch.,Ouch. A lot of bad,0
/log/bigbluebutton/bbb-rap-worker.log - this is the second server i have changed just because of this problem. Please let us know whats could be the wrong.,log/bigbluebutton/bbb-rap-worker.log - this is,0
"ntial, or at least it hasn't been essential so far.    More: There is no way to achieve from Java the performance attained using Unsafe and this is why it is so widely used. Cleaner, on the other hand, is a convenience in that it allows programmers not to have to worry about freeing resources that they have allocated.    Overusing Cleaner can cause contention, and block GC operations. See http  There are other attempts to create public Cleaners, but from what I have read, with varied success. DirectByteBu","ntial, or at least it hasn't been essential so far.",0
WTF?  > Now there is missed:  ...,What? Now there is missed:,0
tly or view it on GitHub > http > .,tly or view it on GitHub,0
"agmenting? > > — > You are receiving this because you are subscribed to this thread. > Reply to this email directly, view it on GitHub > <https://github.com/prestodb/presto/pull/12747?email_source=notifications&email_token=AFUGDD3OPBFHQ2JAMPSYIW3PVUDS7A5CNFSM4HJOF5XKYY3PNVWWK3TUL52HS4DFWFIHK3DMKJSXC5LFON2FEZLWNFSXPKTDN5WW2ZLOORPWSZGOBYZNRMA#pullrequestreview-238213296>, > or mute the thread > <https://github.com/notifications/unsubscribe-auth/AFUGDD3572UQG2VFKHDDJG3PVUDS7ANCNFSM4HJOF5XA> > . >",agmenting? > >,0
"e program back to sane performance. (Surprisingly, `DecimalFormat` isn't much faster than `String.format()`, either)","e program back to sane performance. (Surprisingly, `DecimalFormat` isn",0
"Sorry, my English is very bad, I tried to explain this issue.  I was reading http related code, I am very confused, because I think the following code should never be executed.  ```         if (length < contentRead) {             out.add(message);             out.add(new DefaultHttpContent(readBytes(ctx.alloc(), buffer, toRead)));             return;         } ```  Here is my derivation:  ``` int toRead = (int) length - contentRead; ```  After executing the above code, we get: `length = toRead + contentRe","Sorry, my English is very bad, I tried to explain this issue.",0
otal time: 01:38 min Total time: 07:23 min Total time: 01:13 min Total time: 19:24 min Total time: 03:57 min Total time: 03:07 min Total time: 01:46 min Total time: 02:23 min Total time: 01:03 min Total time: 03:44 min ````  New Times: ```` Total time: 00:01 Total time: 00:46 Total time: 01:22 min Total time: 01:06 min Total time: 02:07 min Total time: 05:51 min Total time: 00:38 Total time: 01:04 min Total time: 00:50 Total time: 04:05 min Total time: 02:52 min Total time: 00:30 Total time: 01:06 min Tot,otal time: 01:38 min Total time: 07:23 min Total times:,0
"Closing due to branch shenanigans, replaced by #71035","Closing due to branch shenanigans, replaced by #71035",0
"Yeah so I'm going to join the club here. Sometimes, like 10% of the time, messages only arrive when I open the app. I have a Galaxy Nexus and this happened with bot Kitkat PA and stock Jelly Bean. I'm running the latter now, and I'm really curious what's up. I did a clean install and everything, so I doubt it's my phone.  I personally think it's GAPPS screwing me over, but I'm not sure. Any ideas?","Yeah so I'm going to join the club here. Sometimes, like 10% of",0
"Yeah. Not exactly a showstopper, I know!","Yeah. Not exactly a showstopper, I know!",0
*samza... phone autocorrect is being silly,*samza... phone autocorrect is being bad,0
Using goog.provide and ES6 import in the same file is not allowed. The fix will be to get a compiler warning instead of crashing.,Using goog.provide and ES6 import in the same file is not allowed,0
"I'll pull the patch and take look later this afternoon, but this looks even better than I'd imagined.","I'll pull the patch and take look later this afternoon, but this looks even better",0
Did you solve this?,Did you solve this?,0
"@user I implemented it with the approach you suggested, this is what I came away with:  ```ruby namespacing = self.class.to_s.split('::')  if defined?(Object.const_get(""#{namespacing[0, namespacing.length - 1].join('::')}::Bridge"")) &&           !namespacing.include?('Remote')   bridge.extend Object.const_get(""#{namespacing[0, namespacing.length - 1].join('::')}::Bridge"") end ```  I think I like it better, even though this code is ugly.","@user I implemented it with the approach you suggested, this is what I came away",0
